Testing SD card write operations: 2022-07-06 11:47:15
2022-07-06 12:47:35: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-86}
2022-07-06 12:47:37: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-31}
2022-07-06 12:47:37: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-86}
2022-07-06 12:47:37: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-90}
2022-07-06 12:47:39: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-40}
2022-07-06 12:47:41: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-31}
2022-07-06 12:47:41: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-86}
2022-07-06 12:47:41: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-87}
2022-07-06 12:47:41: {'ssid':'Redmi Note 10 5G', 'bssid':b'\xc6\xe5v\xb9\xd1\xe7', 'sec':3, 'channel':1, 'rssi':-95}
2022-07-06 12:47:43: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-32}
2022-07-06 12:47:43: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-85}
2022-07-06 12:47:43: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-86}
2022-07-06 12:47:43: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-88}
2022-07-06 12:47:44: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-34}
2022-07-06 12:47:44: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-87}
2022-07-06 12:47:46: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-35}
2022-07-06 12:47:48: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-40}
2022-07-06 12:47:48: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-81}
2022-07-06 12:47:48: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-85}
2022-07-06 12:47:48: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-86}
2022-07-06 12:47:50: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-34}
2022-07-06 12:47:50: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-83}
2022-07-06 12:47:52: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-35}
2022-07-06 12:47:52: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-86}
2022-07-06 12:47:54: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-42}
2022-07-06 12:47:54: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-83}
2022-07-06 12:47:56: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-31}
2022-07-06 12:47:56: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-89}
2022-07-06 12:47:58: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-31}
2022-07-06 12:47:58: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-86}
2022-07-06 12:47:59: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-39}
2022-07-06 12:47:59: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-87}
2022-07-06 12:48:03: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-41}
2022-07-06 12:48:07: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-35}
2022-07-06 12:48:07: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-84}
2022-07-06 12:48:11: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-46}
2022-07-06 12:48:12: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-44}
2022-07-06 12:48:12: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-82}
2022-07-06 12:48:12: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-84}
2022-07-06 12:48:14: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-46}
2022-07-06 12:48:14: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-81}
2022-07-06 12:48:14: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-81}
2022-07-06 12:48:16: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-41}
2022-07-06 12:48:18: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-40}
2022-07-06 12:48:18: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-84}
2022-07-06 12:48:20: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-40}
2022-07-06 12:48:22: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-41}
2022-07-06 12:48:22: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-81}
2022-07-06 12:48:22: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-84}
2022-07-06 12:48:24: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-36}
2022-07-06 12:48:24: {'ssid':'Redmi Note 10 5G', 'bssid':b'\xc6\xe5v\xb9\xd1\xe7', 'sec':3, 'channel':1, 'rssi':-94}
2022-07-06 12:48:26: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-44}
2022-07-06 12:48:26: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-88}
2022-07-06 12:48:27: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-44}
2022-07-06 12:48:27: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-80}
2022-07-06 12:48:27: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-83}
2022-07-06 12:48:29: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-45}
2022-07-06 12:48:29: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-86}
2022-07-06 12:48:31: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-44}
2022-07-06 12:48:31: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-84}
2022-07-06 12:48:33: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-45}
2022-07-06 12:48:35: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-45}
2022-07-06 12:48:35: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-84}
2022-07-06 12:48:35: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-88}
2022-07-06 12:48:37: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-88}
2022-07-06 12:48:39: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-46}
2022-07-06 12:48:39: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-84}
2022-07-06 12:48:39: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-87}
2022-07-06 12:48:42: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-44}
2022-07-06 12:48:42: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-85}
2022-07-06 12:48:42: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-86}
2022-07-06 12:48:44: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-45}
2022-07-06 12:48:44: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-82}
2022-07-06 12:48:46: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-43}
2022-07-06 12:48:48: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-46}
2022-07-06 12:48:48: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-83}
2022-07-06 12:48:48: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-87}
2022-07-06 12:48:50: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-90}
2022-07-06 12:48:51: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-47}
2022-07-06 12:48:54: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-86}
2022-07-06 12:48:55: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-44}
2022-07-06 12:48:57: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-46}
2022-07-06 12:48:57: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-81}
2022-07-06 12:48:59: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-45}
2022-07-06 12:48:59: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-90}
2022-07-06 12:49:01: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-89}
2022-07-06 12:49:01: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-91}
2022-07-06 12:49:01: {'ssid':'Redmi Note 10 5G', 'bssid':b'\xc6\xe5v\xb9\xd1\xe7', 'sec':3, 'channel':1, 'rssi':-94}
2022-07-06 12:49:03: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-44}
2022-07-06 12:49:03: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-82}
2022-07-06 12:49:05: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-44}
2022-07-06 12:49:07: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-84}
2022-07-06 12:49:09: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-45}
2022-07-06 12:49:09: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-85}
2022-07-06 12:49:10: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-47}
2022-07-06 12:49:10: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-90}
2022-07-06 12:49:12: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-41}
2022-07-06 12:49:12: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-90}
2022-07-06 12:49:14: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-44}
2022-07-06 12:49:14: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-86}
2022-07-06 12:49:16: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-50}
2022-07-06 12:49:16: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-88}
2022-07-06 12:49:18: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-46}
2022-07-06 12:49:18: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-86}
2022-07-06 12:49:18: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-86}
2022-07-06 12:49:20: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-43}
2022-07-06 12:49:20: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-84}
2022-07-06 12:49:23: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-42}
2022-07-06 12:49:23: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-82}
2022-07-06 12:49:27: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-85}
2022-07-06 12:49:29: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-84}
2022-07-06 12:49:29: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-87}
2022-07-06 12:49:31: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-41}
2022-07-06 12:49:31: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-82}
2022-07-06 12:49:33: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-80}
2022-07-06 12:49:36: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-43}
2022-07-06 12:49:36: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-86}
2022-07-06 12:49:38: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-43}
2022-07-06 12:49:44: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-45}
2022-07-06 12:49:44: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-83}
2022-07-06 12:49:46: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-81}
2022-07-06 12:49:46: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-86}
2022-07-06 12:49:48: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-43}
2022-07-06 12:49:48: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-87}
2022-07-06 12:49:48: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-90}
2022-07-06 12:49:49: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-45}
2022-07-06 12:49:49: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-83}
2022-07-06 12:49:49: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-91}
2022-07-06 12:49:51: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-42}
2022-07-06 12:49:53: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-42}
2022-07-06 12:49:53: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-84}
2022-07-06 12:49:55: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-42}
2022-07-06 12:49:55: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-82}
2022-07-06 12:49:55: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-82}
2022-07-06 12:49:55: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-88}
2022-07-06 12:49:57: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-45}
2022-07-06 12:49:57: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-80}
2022-07-06 12:49:57: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-85}
2022-07-06 12:49:59: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-46}
2022-07-06 12:50:01: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-84}
2022-07-06 12:50:02: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-85}
2022-07-06 12:50:04: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-28}
2022-07-06 12:50:04: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-86}
2022-07-06 12:50:06: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-31}
2022-07-06 12:50:06: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-78}
2022-07-06 12:50:08: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-82}
2022-07-06 12:50:08: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-88}
2022-07-06 12:50:10: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-88}
2022-07-06 12:50:10: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-89}
2022-07-06 12:50:12: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-30}
2022-07-06 12:50:12: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-86}
2022-07-06 12:50:12: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-90}
2022-07-06 12:50:14: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-31}
2022-07-06 12:50:14: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-89}
2022-07-06 12:50:16: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-29}
2022-07-06 12:50:16: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-83}
2022-07-06 12:50:16: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-84}
2022-07-06 12:50:16: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-91}
2022-07-06 12:50:18: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-31}
2022-07-06 12:50:18: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-91}
2022-07-06 12:50:21: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-90}
2022-07-06 12:50:23: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-29}
2022-07-06 12:50:23: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-86}
2022-07-06 12:50:23: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-87}
2022-07-06 12:50:25: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-31}
2022-07-06 12:50:25: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-81}
2022-07-06 12:50:25: {'ssid':'iPhone Ludi', 'bssid':b'VW\x93\x1c}\xd9', 'sec':3, 'channel':6, 'rssi':-98}
2022-07-06 12:50:27: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-32}
2022-07-06 12:50:27: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-83}
2022-07-06 12:50:29: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-32}
2022-07-06 12:50:29: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-89}
2022-07-06 12:50:31: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-79}
2022-07-06 12:50:31: {'ssid':'Galaxy A41VB', 'bssid':b'\x123\xf7\xbb\x8f`', 'sec':3, 'channel':6, 'rssi':-83}
2022-07-06 12:50:32: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-27}
2022-07-06 12:50:32: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-75}
2022-07-06 12:50:32: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!c\xf0h', 'sec':0, 'channel':1, 'rssi':-86}
2022-07-06 12:50:34: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-28}
2022-07-06 12:50:36: {'ssid':'iPhone', 'bssid':b'\x1e/\x84\x83t\x84', 'sec':3, 'channel':6, 'rssi':-31}
2022-07-06 12:50:36: {'ssid':'AndroidAP', 'bssid':b'\x02\x0bv$0\xcc', 'sec':3, 'channel':6, 'rssi':-77}
2022-07-06 12:50:36: {'ssid':'_SNCF_WIFI_INOUI', 'bssid':b'\x04\xf0!5\x0e\xef', 'sec':0, 'channel':6, 'rssi':-81}
