Testing SD card write operations: 2022-06-04 21:40:45
2022-06-04 22:02:59: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-60}
2022-06-04 22:03:01: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-64}
2022-06-04 22:03:03: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-60}
2022-06-04 22:03:03: {'ssid':'P77', 'bssid':'2dde9c13cf75539981f96126af22dc65df6698f7c5f9d28b9a91b171', 'sec':3, 'channel':1, 'rssi':-92}
2022-06-04 22:03:03: {'ssid':'P79', 'bssid':'aa36943427c5994a13d20c047d93dbdbd268de4b9feddd5812eb67b1', 'sec':5, 'channel':1, 'rssi':-92}
2022-06-04 22:03:03: {'ssid':'P71', 'bssid':'806e6bbc03f6fdcbf426c42b14dd4f9c07b1984efd6ebf456079e794', 'sec':0, 'channel':1, 'rssi':-93}
2022-06-04 22:03:03: {'ssid':'P710', 'bssid':'9bd85131a64a1beef8dd8891ef6124b0eb6f7b66f922a8245ddfcc66', 'sec':3, 'channel':1, 'rssi':-94}
2022-06-04 22:03:03: {'ssid':'P78', 'bssid':'f08284df4bd0b00e6a19961f1c106c17e59ca4eb7b211aebd9492988', 'sec':5, 'channel':1, 'rssi':-94}
2022-06-04 22:03:05: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-70}
2022-06-04 22:03:05: {'ssid':'P79', 'bssid':'41b8d219a07033a2546264a7b55b4aa4a7ad48cd4d3a5321dafafc65', 'sec':5, 'channel':6, 'rssi':-91}
2022-06-04 22:03:05: {'ssid':'P710', 'bssid':'f82f57a43bc87d8f53b45647bbfee4a96b1eaebc3e9ded7381cdcb50', 'sec':3, 'channel':6, 'rssi':-91}
2022-06-04 22:03:05: {'ssid':'P77', 'bssid':'1fab72ae7347d8b70d8fb238a4f53907a90a3431b724f37ed65ad6a4', 'sec':3, 'channel':6, 'rssi':-92}
2022-06-04 22:03:05: {'ssid':'P71', 'bssid':'9785ec54f1bf1939328d14decac4ca2e9144c84a58aa8e6e9f547b85', 'sec':0, 'channel':6, 'rssi':-93}
2022-06-04 22:03:05: {'ssid':'P78', 'bssid':'7d670b2103bf2e191042cc288d18e5c6efd14e7f8a3b2e3d0527c505', 'sec':5, 'channel':6, 'rssi':-95}
2022-06-04 22:03:07: {'ssid':'P78', 'bssid':'c5b8b38e592b88c0dc371122e95e310444d19638dcd6250e2fcc3efe', 'sec':5, 'channel':11, 'rssi':-90}
2022-06-04 22:03:07: {'ssid':'P71', 'bssid':'7892e6317cd821dc1b1a4116714af2e7e1f356be12d0e1e0a049dab0', 'sec':0, 'channel':11, 'rssi':-91}
2022-06-04 22:03:07: {'ssid':'P77', 'bssid':'3c212ad4c3508c7a84801a64c0612bebcaf486b7f2c8c9da4b11b210', 'sec':3, 'channel':11, 'rssi':-92}
2022-06-04 22:03:07: {'ssid':'P79', 'bssid':'b34e0353e6d9daf87cf492307ab858bb3c9000e3f2d746ba43a68297', 'sec':5, 'channel':11, 'rssi':-92}
2022-06-04 22:03:07: {'ssid':'P710', 'bssid':'676e1c35f8a2fc9ea20838ef0bc2b9fcbd58a12850f642cec69b0ee3', 'sec':3, 'channel':11, 'rssi':-92}
2022-06-04 22:03:09: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-67}
2022-06-04 22:03:09: {'ssid':'P79', 'bssid':'41b8d219a07033a2546264a7b55b4aa4a7ad48cd4d3a5321dafafc65', 'sec':5, 'channel':6, 'rssi':-91}
2022-06-04 22:03:09: {'ssid':'P78', 'bssid':'7d670b2103bf2e191042cc288d18e5c6efd14e7f8a3b2e3d0527c505', 'sec':5, 'channel':6, 'rssi':-93}
2022-06-04 22:03:09: {'ssid':'P71', 'bssid':'9785ec54f1bf1939328d14decac4ca2e9144c84a58aa8e6e9f547b85', 'sec':0, 'channel':6, 'rssi':-94}
2022-06-04 22:03:11: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-60}
2022-06-04 22:03:13: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-63}
2022-06-04 22:03:13: {'ssid':'P79', 'bssid':'b34e0353e6d9daf87cf492307ab858bb3c9000e3f2d746ba43a68297', 'sec':5, 'channel':11, 'rssi':-90}
2022-06-04 22:03:14: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-59}
2022-06-04 22:03:16: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-73}
2022-06-04 22:03:18: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-73}
2022-06-04 22:03:20: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-66}
2022-06-04 22:03:22: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-57}
2022-06-04 22:03:22: {'ssid':'P78', 'bssid':'c5b8b38e592b88c0dc371122e95e310444d19638dcd6250e2fcc3efe', 'sec':5, 'channel':11, 'rssi':-92}
2022-06-04 22:03:22: {'ssid':'P77', 'bssid':'2dde9c13cf75539981f96126af22dc65df6698f7c5f9d28b9a91b171', 'sec':3, 'channel':1, 'rssi':-93}
2022-06-04 22:03:22: {'ssid':'P79', 'bssid':'aa36943427c5994a13d20c047d93dbdbd268de4b9feddd5812eb67b1', 'sec':5, 'channel':1, 'rssi':-93}
2022-06-04 22:03:22: {'ssid':'P77', 'bssid':'3c212ad4c3508c7a84801a64c0612bebcaf486b7f2c8c9da4b11b210', 'sec':3, 'channel':11, 'rssi':-93}
2022-06-04 22:03:22: {'ssid':'P71', 'bssid':'7892e6317cd821dc1b1a4116714af2e7e1f356be12d0e1e0a049dab0', 'sec':0, 'channel':11, 'rssi':-93}
2022-06-04 22:03:22: {'ssid':'P78', 'bssid':'f08284df4bd0b00e6a19961f1c106c17e59ca4eb7b211aebd9492988', 'sec':5, 'channel':1, 'rssi':-94}
2022-06-04 22:03:22: {'ssid':'P71', 'bssid':'806e6bbc03f6fdcbf426c42b14dd4f9c07b1984efd6ebf456079e794', 'sec':0, 'channel':1, 'rssi':-94}
2022-06-04 22:03:22: {'ssid':'P79', 'bssid':'b34e0353e6d9daf87cf492307ab858bb3c9000e3f2d746ba43a68297', 'sec':5, 'channel':11, 'rssi':-94}
2022-06-04 22:03:22: {'ssid':'P710', 'bssid':'676e1c35f8a2fc9ea20838ef0bc2b9fcbd58a12850f642cec69b0ee3', 'sec':3, 'channel':11, 'rssi':-94}
2022-06-04 22:03:22: {'ssid':'P710', 'bssid':'9bd85131a64a1beef8dd8891ef6124b0eb6f7b66f922a8245ddfcc66', 'sec':3, 'channel':1, 'rssi':-95}
2022-06-04 22:03:24: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-65}
2022-06-04 22:03:26: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-63}
2022-06-04 22:03:26: {'ssid':'P77', 'bssid':'3c212ad4c3508c7a84801a64c0612bebcaf486b7f2c8c9da4b11b210', 'sec':3, 'channel':11, 'rssi':-94}
2022-06-04 22:03:26: {'ssid':'P78', 'bssid':'c5b8b38e592b88c0dc371122e95e310444d19638dcd6250e2fcc3efe', 'sec':5, 'channel':11, 'rssi':-95}
2022-06-04 22:03:26: {'ssid':'P71', 'bssid':'7892e6317cd821dc1b1a4116714af2e7e1f356be12d0e1e0a049dab0', 'sec':0, 'channel':11, 'rssi':-95}
2022-06-04 22:03:26: {'ssid':'P710', 'bssid':'676e1c35f8a2fc9ea20838ef0bc2b9fcbd58a12850f642cec69b0ee3', 'sec':3, 'channel':11, 'rssi':-96}
2022-06-04 22:03:26: {'ssid':'P79', 'bssid':'b34e0353e6d9daf87cf492307ab858bb3c9000e3f2d746ba43a68297', 'sec':5, 'channel':11, 'rssi':-97}
2022-06-04 22:03:28: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-74}
2022-06-04 22:03:30: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-72}
2022-06-04 22:03:30: {'ssid':'P79', 'bssid':'aa36943427c5994a13d20c047d93dbdbd268de4b9feddd5812eb67b1', 'sec':5, 'channel':1, 'rssi':-92}
2022-06-04 22:03:30: {'ssid':'P710', 'bssid':'9bd85131a64a1beef8dd8891ef6124b0eb6f7b66f922a8245ddfcc66', 'sec':3, 'channel':1, 'rssi':-95}
2022-06-04 22:03:30: {'ssid':'P71', 'bssid':'806e6bbc03f6fdcbf426c42b14dd4f9c07b1984efd6ebf456079e794', 'sec':0, 'channel':1, 'rssi':-95}
2022-06-04 22:03:30: {'ssid':'P77', 'bssid':'2dde9c13cf75539981f96126af22dc65df6698f7c5f9d28b9a91b171', 'sec':3, 'channel':1, 'rssi':-96}
2022-06-04 22:03:32: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-68}
2022-06-04 22:03:33: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-61}
2022-06-04 22:03:35: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-66}
2022-06-04 22:03:37: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-80}
2022-06-04 22:03:37: {'ssid':'P77', 'bssid':'eaaf6b08f59a3e50dc32176623602a80f6be66b93dc590d447954658', 'sec':3, 'channel':6, 'rssi':-90}
2022-06-04 22:03:37: {'ssid':'P78', 'bssid':'d9bf933402b6417d7682f6a4214dd16e0a00636940397882dfd7b1d6', 'sec':5, 'channel':6, 'rssi':-91}
2022-06-04 22:03:37: {'ssid':'P71', 'bssid':'da60eedd8e6b0d6b734d9bb126195fec080e15b6bb5ab7e39951842d', 'sec':0, 'channel':6, 'rssi':-91}
2022-06-04 22:03:37: {'ssid':'P79', 'bssid':'12076604cb0cfae9fcbd4899234ec38b40f7e273ffeb6bb60819467a', 'sec':5, 'channel':6, 'rssi':-93}
2022-06-04 22:03:39: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-72}
2022-06-04 22:03:41: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-69}
2022-06-04 22:03:43: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-67}
2022-06-04 22:03:43: {'ssid':'P77', 'bssid':'3c212ad4c3508c7a84801a64c0612bebcaf486b7f2c8c9da4b11b210', 'sec':3, 'channel':11, 'rssi':-94}
2022-06-04 22:03:43: {'ssid':'P710', 'bssid':'676e1c35f8a2fc9ea20838ef0bc2b9fcbd58a12850f642cec69b0ee3', 'sec':3, 'channel':11, 'rssi':-94}
2022-06-04 22:03:43: {'ssid':'P78', 'bssid':'c5b8b38e592b88c0dc371122e95e310444d19638dcd6250e2fcc3efe', 'sec':5, 'channel':11, 'rssi':-94}
2022-06-04 22:03:43: {'ssid':'P71', 'bssid':'7892e6317cd821dc1b1a4116714af2e7e1f356be12d0e1e0a049dab0', 'sec':0, 'channel':11, 'rssi':-94}
2022-06-04 22:03:43: {'ssid':'P79', 'bssid':'b34e0353e6d9daf87cf492307ab858bb3c9000e3f2d746ba43a68297', 'sec':5, 'channel':11, 'rssi':-95}
2022-06-04 22:03:45: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-75}
2022-06-04 22:03:46: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-79}
2022-06-04 22:03:48: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-73}
2022-06-04 22:03:52: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-61}
2022-06-04 22:03:54: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-75}
2022-06-04 22:03:54: {'ssid':'P78', 'bssid':'d9bf933402b6417d7682f6a4214dd16e0a00636940397882dfd7b1d6', 'sec':5, 'channel':6, 'rssi':-91}
2022-06-04 22:03:54: {'ssid':'P77', 'bssid':'eaaf6b08f59a3e50dc32176623602a80f6be66b93dc590d447954658', 'sec':3, 'channel':6, 'rssi':-93}
2022-06-04 22:03:54: {'ssid':'P79', 'bssid':'12076604cb0cfae9fcbd4899234ec38b40f7e273ffeb6bb60819467a', 'sec':5, 'channel':6, 'rssi':-93}
2022-06-04 22:03:54: {'ssid':'P710', 'bssid':'1a9a19836c48c7d156a50eff9423302dc3bd64c67e5d899573bdc2ec', 'sec':3, 'channel':6, 'rssi':-93}
2022-06-04 22:03:54: {'ssid':'P71', 'bssid':'da60eedd8e6b0d6b734d9bb126195fec080e15b6bb5ab7e39951842d', 'sec':0, 'channel':6, 'rssi':-93}
2022-06-04 22:03:56: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-79}
2022-06-04 22:03:56: {'ssid':'P77', 'bssid':'58a6aa6dceba225cd1ef8c49a4931c0e944c12cddff289e52afee5b9', 'sec':3, 'channel':6, 'rssi':-90}
2022-06-04 22:03:56: {'ssid':'P710', 'bssid':'3f6ccdb08e70d7d71e52d50b645bf2fd98faef6bc9d5d0eef8476e54', 'sec':3, 'channel':6, 'rssi':-90}
2022-06-04 22:03:56: {'ssid':'P71', 'bssid':'abb303edad383f45c2d76c84bc2609f58373e9f8978f34ad696ca097', 'sec':0, 'channel':6, 'rssi':-90}
2022-06-04 22:03:58: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-66}
2022-06-04 22:04:00: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-70}
2022-06-04 22:04:00: {'ssid':'P77', 'bssid':'eaaf6b08f59a3e50dc32176623602a80f6be66b93dc590d447954658', 'sec':3, 'channel':6, 'rssi':-90}
2022-06-04 22:04:00: {'ssid':'P79', 'bssid':'12076604cb0cfae9fcbd4899234ec38b40f7e273ffeb6bb60819467a', 'sec':5, 'channel':6, 'rssi':-91}
2022-06-04 22:04:00: {'ssid':'P710', 'bssid':'1a9a19836c48c7d156a50eff9423302dc3bd64c67e5d899573bdc2ec', 'sec':3, 'channel':6, 'rssi':-91}
2022-06-04 22:04:00: {'ssid':'P78', 'bssid':'d9bf933402b6417d7682f6a4214dd16e0a00636940397882dfd7b1d6', 'sec':5, 'channel':6, 'rssi':-91}
2022-06-04 22:04:00: {'ssid':'P71', 'bssid':'da60eedd8e6b0d6b734d9bb126195fec080e15b6bb5ab7e39951842d', 'sec':0, 'channel':6, 'rssi':-92}
2022-06-04 22:04:02: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-70}
2022-06-04 22:04:03: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-60}
2022-06-04 22:04:03: {'ssid':'P79', 'bssid':'12076604cb0cfae9fcbd4899234ec38b40f7e273ffeb6bb60819467a', 'sec':5, 'channel':6, 'rssi':-90}
2022-06-04 22:04:03: {'ssid':'P71', 'bssid':'806e6bbc03f6fdcbf426c42b14dd4f9c07b1984efd6ebf456079e794', 'sec':0, 'channel':1, 'rssi':-93}
2022-06-04 22:04:03: {'ssid':'P79', 'bssid':'aa36943427c5994a13d20c047d93dbdbd268de4b9feddd5812eb67b1', 'sec':5, 'channel':1, 'rssi':-94}
2022-06-04 22:04:03: {'ssid':'P710', 'bssid':'9bd85131a64a1beef8dd8891ef6124b0eb6f7b66f922a8245ddfcc66', 'sec':3, 'channel':1, 'rssi':-94}
2022-06-04 22:04:03: {'ssid':'P78', 'bssid':'f08284df4bd0b00e6a19961f1c106c17e59ca4eb7b211aebd9492988', 'sec':5, 'channel':1, 'rssi':-94}
2022-06-04 22:04:03: {'ssid':'P77', 'bssid':'2dde9c13cf75539981f96126af22dc65df6698f7c5f9d28b9a91b171', 'sec':3, 'channel':1, 'rssi':-95}
2022-06-04 22:04:05: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-74}
2022-06-04 22:04:05: {'ssid':'P79', 'bssid':'0950a319ea1ffd73bee4d773aac1a28d5771bdd79d9954c66ebd39ac', 'sec':5, 'channel':6, 'rssi':-88}
2022-06-04 22:04:05: {'ssid':'P77', 'bssid':'58a6aa6dceba225cd1ef8c49a4931c0e944c12cddff289e52afee5b9', 'sec':3, 'channel':6, 'rssi':-91}
2022-06-04 22:04:05: {'ssid':'P710', 'bssid':'3f6ccdb08e70d7d71e52d50b645bf2fd98faef6bc9d5d0eef8476e54', 'sec':3, 'channel':6, 'rssi':-91}
2022-06-04 22:04:05: {'ssid':'P71', 'bssid':'abb303edad383f45c2d76c84bc2609f58373e9f8978f34ad696ca097', 'sec':0, 'channel':6, 'rssi':-91}
2022-06-04 22:04:05: {'ssid':'P79', 'bssid':'1ab43d7dbeb6b54ecd13afa05cfe9a93824b680b6d7fb3d0b3f84e37', 'sec':5, 'channel':1, 'rssi':-92}
2022-06-04 22:04:05: {'ssid':'P77', 'bssid':'32ca4371514558a0dfee238c714cfd7d7c8b152a67e942d928be0da7', 'sec':3, 'channel':1, 'rssi':-94}
2022-06-04 22:04:07: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-77}
2022-06-04 22:04:07: {'ssid':'P78', 'bssid':'d9bf933402b6417d7682f6a4214dd16e0a00636940397882dfd7b1d6', 'sec':5, 'channel':6, 'rssi':-89}
2022-06-04 22:04:07: {'ssid':'P79', 'bssid':'12076604cb0cfae9fcbd4899234ec38b40f7e273ffeb6bb60819467a', 'sec':5, 'channel':6, 'rssi':-90}
2022-06-04 22:04:07: {'ssid':'P710', 'bssid':'1a9a19836c48c7d156a50eff9423302dc3bd64c67e5d899573bdc2ec', 'sec':3, 'channel':6, 'rssi':-90}
2022-06-04 22:04:07: {'ssid':'P71', 'bssid':'da60eedd8e6b0d6b734d9bb126195fec080e15b6bb5ab7e39951842d', 'sec':0, 'channel':6, 'rssi':-90}
2022-06-04 22:04:07: {'ssid':'P79', 'bssid':'aa36943427c5994a13d20c047d93dbdbd268de4b9feddd5812eb67b1', 'sec':5, 'channel':1, 'rssi':-91}
2022-06-04 22:04:07: {'ssid':'P710', 'bssid':'9bd85131a64a1beef8dd8891ef6124b0eb6f7b66f922a8245ddfcc66', 'sec':3, 'channel':1, 'rssi':-91}
2022-06-04 22:04:07: {'ssid':'P77', 'bssid':'2dde9c13cf75539981f96126af22dc65df6698f7c5f9d28b9a91b171', 'sec':3, 'channel':1, 'rssi':-92}
2022-06-04 22:04:09: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-72}
2022-06-04 22:04:11: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-72}
2022-06-04 22:04:11: {'ssid':'P77', 'bssid':'58a6aa6dceba225cd1ef8c49a4931c0e944c12cddff289e52afee5b9', 'sec':3, 'channel':6, 'rssi':-92}
2022-06-04 22:04:11: {'ssid':'P79', 'bssid':'0950a319ea1ffd73bee4d773aac1a28d5771bdd79d9954c66ebd39ac', 'sec':5, 'channel':6, 'rssi':-92}
2022-06-04 22:04:11: {'ssid':'P710', 'bssid':'3f6ccdb08e70d7d71e52d50b645bf2fd98faef6bc9d5d0eef8476e54', 'sec':3, 'channel':6, 'rssi':-92}
2022-06-04 22:04:11: {'ssid':'P71', 'bssid':'abb303edad383f45c2d76c84bc2609f58373e9f8978f34ad696ca097', 'sec':0, 'channel':6, 'rssi':-92}
2022-06-04 22:04:11: {'ssid':'P78', 'bssid':'7105d47ad3f8dc67445a10804179ee12e50d1f0101d28c8a45e95bb5', 'sec':5, 'channel':6, 'rssi':-93}
2022-06-04 22:04:13: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-72}
2022-06-04 22:04:13: {'ssid':'P79', 'bssid':'aa36943427c5994a13d20c047d93dbdbd268de4b9feddd5812eb67b1', 'sec':5, 'channel':1, 'rssi':-93}
2022-06-04 22:04:13: {'ssid':'P710', 'bssid':'9bd85131a64a1beef8dd8891ef6124b0eb6f7b66f922a8245ddfcc66', 'sec':3, 'channel':1, 'rssi':-93}
2022-06-04 22:04:13: {'ssid':'P78', 'bssid':'f08284df4bd0b00e6a19961f1c106c17e59ca4eb7b211aebd9492988', 'sec':5, 'channel':1, 'rssi':-93}
2022-06-04 22:04:13: {'ssid':'P71', 'bssid':'806e6bbc03f6fdcbf426c42b14dd4f9c07b1984efd6ebf456079e794', 'sec':0, 'channel':1, 'rssi':-95}
2022-06-04 22:04:15: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-60}
2022-06-04 22:04:17: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-70}
2022-06-04 22:04:17: {'ssid':'P78', 'bssid':'f08284df4bd0b00e6a19961f1c106c17e59ca4eb7b211aebd9492988', 'sec':5, 'channel':1, 'rssi':-81}
2022-06-04 22:04:17: {'ssid':'P77', 'bssid':'2dde9c13cf75539981f96126af22dc65df6698f7c5f9d28b9a91b171', 'sec':3, 'channel':1, 'rssi':-82}
2022-06-04 22:04:17: {'ssid':'P79', 'bssid':'aa36943427c5994a13d20c047d93dbdbd268de4b9feddd5812eb67b1', 'sec':5, 'channel':1, 'rssi':-82}
2022-06-04 22:04:17: {'ssid':'P710', 'bssid':'9bd85131a64a1beef8dd8891ef6124b0eb6f7b66f922a8245ddfcc66', 'sec':3, 'channel':1, 'rssi':-83}
2022-06-04 22:04:17: {'ssid':'P71', 'bssid':'806e6bbc03f6fdcbf426c42b14dd4f9c07b1984efd6ebf456079e794', 'sec':0, 'channel':1, 'rssi':-83}
2022-06-04 22:04:17: {'ssid':'P710', 'bssid':'1a9a19836c48c7d156a50eff9423302dc3bd64c67e5d899573bdc2ec', 'sec':3, 'channel':6, 'rssi':-89}
2022-06-04 22:04:17: {'ssid':'P78', 'bssid':'d9bf933402b6417d7682f6a4214dd16e0a00636940397882dfd7b1d6', 'sec':5, 'channel':6, 'rssi':-89}
2022-06-04 22:04:17: {'ssid':'P79', 'bssid':'12076604cb0cfae9fcbd4899234ec38b40f7e273ffeb6bb60819467a', 'sec':5, 'channel':6, 'rssi':-90}
2022-06-04 22:04:17: {'ssid':'P71', 'bssid':'da60eedd8e6b0d6b734d9bb126195fec080e15b6bb5ab7e39951842d', 'sec':0, 'channel':6, 'rssi':-92}
2022-06-04 22:04:19: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-74}
2022-06-04 22:04:19: {'ssid':'P79', 'bssid':'67822631683d1e4bf686d79492c8cf30d052738959ff616260d4851a', 'sec':5, 'channel':6, 'rssi':-92}
2022-06-04 22:04:19: {'ssid':'P710', 'bssid':'c17e1533838b7dd4293a37ea83bf9a73119a2fd820c88d48f548677a', 'sec':3, 'channel':6, 'rssi':-92}
2022-06-04 22:04:19: {'ssid':'P77', 'bssid':'2fbe1f358a03e38a47c50c0ab309f6109738d4d5b9e544f3334453f0', 'sec':3, 'channel':6, 'rssi':-93}
2022-06-04 22:04:19: {'ssid':'P78', 'bssid':'1b5041b4ed74c7e97d7d02f784b98bde6acb82eab73a40bd9c190a19', 'sec':5, 'channel':6, 'rssi':-94}
2022-06-04 22:04:19: {'ssid':'P71', 'bssid':'4d768b18733a8f7c89f8ac253d2be98eb69681e10f09cd2c35c03d47', 'sec':0, 'channel':6, 'rssi':-94}
2022-06-04 22:04:21: {'ssid':'P70', 'bssid':'fc932590916033af79e18771a6332f166eeb6d1639c0df07c3cd8718', 'sec':3, 'channel':6, 'rssi':-82}
2022-06-04 22:04:21: {'ssid':'P77', 'bssid':'eaaf6b08f59a3e50dc32176623602a80f6be66b93dc590d447954658', 'sec':3, 'channel':6, 'rssi':-83}
2022-06-04 22:04:21: {'ssid':'P79', 'bssid':'12076604cb0cfae9fcbd4899234ec38b40f7e273ffeb6bb60819467a', 'sec':5, 'channel':6, 'rssi':-84}
2022-06-04 22:04:21: {'ssid':'P71', 'bssid':'da60eedd8e6b0d6b734d9bb126195fec080e15b6bb5ab7e39951842d', 'sec':0, 'channel':6, 'rssi':-84}
2022-06-04 22:04:21: {'ssid':'P710', 'bssid':'1a9a19836c48c7d156a50eff9423302dc3bd64c67e5d899573bdc2ec', 'sec':3, 'channel':6, 'rssi':-85}
2022-06-04 22:04:21: {'ssid':'P78', 'bssid':'d9bf933402b6417d7682f6a4214dd16e0a00636940397882dfd7b1d6', 'sec':5, 'channel':6, 'rssi':-85}
2022-06-04 22:04:21: {'ssid':'P710', 'bssid':'c17e1533838b7dd4293a37ea83bf9a73119a2fd820c88d48f548677a', 'sec':3, 'channel':6, 'rssi':-91}
2022-06-04 22:04:21: {'ssid':'P77', 'bssid':'32ca4371514558a0dfee238c714cfd7d7c8b152a67e942d928be0da7', 'sec':3, 'channel':1, 'rssi':-93}
2022-06-04 22:04:23: {'ssid':'P710', 'bssid':'8b01d5cb5db787aaf9f12aea1b0b26501ed9376a04309eeeebc46e1b', 'sec':3, 'channel':1, 'rssi':-87}
