Testing SD card write operations: 2022-07-08 08:57:37
2022-07-08 09:33:28: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'a8c8770c81856aeae353323437715c088294b2fe0abfcdc63ba60d13', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:33:28: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '8bd5757eb5dfd21b501fda9146775a3adcaee86007072301ce81e9d6', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:33:29: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '8bd5757eb5dfd21b501fda9146775a3adcaee86007072301ce81e9d6', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:33:30: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'd365028260f45c3e82e7ebcba93ce02cb3baf8cc9ece14f670776f3a', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:33:31: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '2b99cbc4a5a1bbfafc07aaa78ced4e5870b7ec8cee86788821eac56f', 'rssi': -96, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:33:32: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '8bd5757eb5dfd21b501fda9146775a3adcaee86007072301ce81e9d6', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:33:32: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'd365028260f45c3e82e7ebcba93ce02cb3baf8cc9ece14f670776f3a', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:33:33: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'a8c8770c81856aeae353323437715c088294b2fe0abfcdc63ba60d13', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:33:34: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'a8c8770c81856aeae353323437715c088294b2fe0abfcdc63ba60d13', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:33:35: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '194b30a6cd353edeaa6f567bdf7310dad678e68fb57c6371e6385402', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:33:36: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'd365028260f45c3e82e7ebcba93ce02cb3baf8cc9ece14f670776f3a', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:33:36: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a48f27428be636112dd6ca28ded9c1b6c8e39cabb7275ab69036c36e', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:33:37: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'd365028260f45c3e82e7ebcba93ce02cb3baf8cc9ece14f670776f3a', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:33:38: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'd365028260f45c3e82e7ebcba93ce02cb3baf8cc9ece14f670776f3a', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:33:39: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'a8c8770c81856aeae353323437715c088294b2fe0abfcdc63ba60d13', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:33:40: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'd12012b3b957723460b096268dc3774d207ca34fffb43d39f6072e04', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-08 09:33:41: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a48f27428be636112dd6ca28ded9c1b6c8e39cabb7275ab69036c36e', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:33:41: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'a8c8770c81856aeae353323437715c088294b2fe0abfcdc63ba60d13', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:33:42: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'a8c8770c81856aeae353323437715c088294b2fe0abfcdc63ba60d13', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:33:43: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'd12012b3b957723460b096268dc3774d207ca34fffb43d39f6072e04', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-08 09:33:44: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'd365028260f45c3e82e7ebcba93ce02cb3baf8cc9ece14f670776f3a', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:33:45: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a48f27428be636112dd6ca28ded9c1b6c8e39cabb7275ab69036c36e', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:33:45: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'd365028260f45c3e82e7ebcba93ce02cb3baf8cc9ece14f670776f3a', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:33:46: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'd365028260f45c3e82e7ebcba93ce02cb3baf8cc9ece14f670776f3a', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:33:47: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '279448fc421142c7c71e0d0e186a8434c9c904d01553e2624c64a002', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:33:48: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'a8c8770c81856aeae353323437715c088294b2fe0abfcdc63ba60d13', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:33:49: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '454b9d27affb65fcc68d58983bc0a379d72ebe54ace0b2b85af5cf84', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-08 09:33:49: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a48f27428be636112dd6ca28ded9c1b6c8e39cabb7275ab69036c36e', 'rssi': -92, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:33:50: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '8bd5757eb5dfd21b501fda9146775a3adcaee86007072301ce81e9d6', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:33:51: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'd12012b3b957723460b096268dc3774d207ca34fffb43d39f6072e04', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-08 09:33:52: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'a8c8770c81856aeae353323437715c088294b2fe0abfcdc63ba60d13', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:33:53: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a889503b19909c2fb943ee5e534f29b784228fb1a562b519143f37cb', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:33:53: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a889503b19909c2fb943ee5e534f29b784228fb1a562b519143f37cb', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:33:54: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '279448fc421142c7c71e0d0e186a8434c9c904d01553e2624c64a002', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:33:55: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'a8c8770c81856aeae353323437715c088294b2fe0abfcdc63ba60d13', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:33:56: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '8bd5757eb5dfd21b501fda9146775a3adcaee86007072301ce81e9d6', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:33:57: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '444bf3937cb98a96f1f81a672e951750446278ba65af8deb80f7e1e3', 'rssi': -68, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-08 09:33:58: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '8bd5757eb5dfd21b501fda9146775a3adcaee86007072301ce81e9d6', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:33:58: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '8bd5757eb5dfd21b501fda9146775a3adcaee86007072301ce81e9d6', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:33:59: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'd365028260f45c3e82e7ebcba93ce02cb3baf8cc9ece14f670776f3a', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:34:00: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '8bd5757eb5dfd21b501fda9146775a3adcaee86007072301ce81e9d6', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:34:01: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'a8c8770c81856aeae353323437715c088294b2fe0abfcdc63ba60d13', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:34:02: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a48f27428be636112dd6ca28ded9c1b6c8e39cabb7275ab69036c36e', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:34:02: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '3ae63e43d4d2a3b718b6d2783d65c06a5795612d72b8ce4e304acff7', 'rssi': -69, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:34:03: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '2b99cbc4a5a1bbfafc07aaa78ced4e5870b7ec8cee86788821eac56f', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:34:04: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'd365028260f45c3e82e7ebcba93ce02cb3baf8cc9ece14f670776f3a', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:34:05: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a889503b19909c2fb943ee5e534f29b784228fb1a562b519143f37cb', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:34:06: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'a12b0e5686f527f8e5efdb57c12405e359c5982a22171b12f9c86ee9', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:34:06: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '8bd5757eb5dfd21b501fda9146775a3adcaee86007072301ce81e9d6', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:34:07: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'd365028260f45c3e82e7ebcba93ce02cb3baf8cc9ece14f670776f3a', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:34:08: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'a12b0e5686f527f8e5efdb57c12405e359c5982a22171b12f9c86ee9', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:34:09: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'a8c8770c81856aeae353323437715c088294b2fe0abfcdc63ba60d13', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:34:10: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'a8c8770c81856aeae353323437715c088294b2fe0abfcdc63ba60d13', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:34:10: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': 'e55798d8bbab97c5cf30e219c5003c9b4891cc6c7c67095bb836422b', 'rssi': -91, 'name': 'Cb40', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:34:11: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '8bd5757eb5dfd21b501fda9146775a3adcaee86007072301ce81e9d6', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:34:12: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a48f27428be636112dd6ca28ded9c1b6c8e39cabb7275ab69036c36e', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:34:13: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'a8c8770c81856aeae353323437715c088294b2fe0abfcdc63ba60d13', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:34:14: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'd365028260f45c3e82e7ebcba93ce02cb3baf8cc9ece14f670776f3a', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:34:15: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '8bd5757eb5dfd21b501fda9146775a3adcaee86007072301ce81e9d6', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:34:15: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '279448fc421142c7c71e0d0e186a8434c9c904d01553e2624c64a002', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:34:16: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'a8c8770c81856aeae353323437715c088294b2fe0abfcdc63ba60d13', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:34:17: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': '08613f0b384d2cc95a03e01989da665038b955dc4b9a31d11222a1b7', 'rssi': -93, 'name': 'Cb40', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:34:18: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '8bd5757eb5dfd21b501fda9146775a3adcaee86007072301ce81e9d6', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:34:19: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'd365028260f45c3e82e7ebcba93ce02cb3baf8cc9ece14f670776f3a', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:34:19: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '2b99cbc4a5a1bbfafc07aaa78ced4e5870b7ec8cee86788821eac56f', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:34:20: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a48f27428be636112dd6ca28ded9c1b6c8e39cabb7275ab69036c36e', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:34:21: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '194b30a6cd353edeaa6f567bdf7310dad678e68fb57c6371e6385402', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:34:22: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'd12012b3b957723460b096268dc3774d207ca34fffb43d39f6072e04', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-08 09:34:23: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'a8c8770c81856aeae353323437715c088294b2fe0abfcdc63ba60d13', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:34:23: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'd365028260f45c3e82e7ebcba93ce02cb3baf8cc9ece14f670776f3a', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:34:24: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '279448fc421142c7c71e0d0e186a8434c9c904d01553e2624c64a002', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:34:25: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'a8c8770c81856aeae353323437715c088294b2fe0abfcdc63ba60d13', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:34:26: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'a8c8770c81856aeae353323437715c088294b2fe0abfcdc63ba60d13', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:34:27: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '8bd5757eb5dfd21b501fda9146775a3adcaee86007072301ce81e9d6', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:34:27: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'f798ba425f28fca22660c2ddd1654c86563894fcc91c3c0186e79001', 'rssi': -95, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:34:28: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'a8c8770c81856aeae353323437715c088294b2fe0abfcdc63ba60d13', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:34:29: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a48f27428be636112dd6ca28ded9c1b6c8e39cabb7275ab69036c36e', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:34:30: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '8bd5757eb5dfd21b501fda9146775a3adcaee86007072301ce81e9d6', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:34:31: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '444bf3937cb98a96f1f81a672e951750446278ba65af8deb80f7e1e3', 'rssi': -65, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-08 09:34:32: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a48f27428be636112dd6ca28ded9c1b6c8e39cabb7275ab69036c36e', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:34:32: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'a12b0e5686f527f8e5efdb57c12405e359c5982a22171b12f9c86ee9', 'rssi': -92, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:34:33: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '444bf3937cb98a96f1f81a672e951750446278ba65af8deb80f7e1e3', 'rssi': -73, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-08 09:34:34: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '0915f561f53a05a8adddbd0f5b9e7932945d61b7f41cb884d8eaf588', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:34:35: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'a12b0e5686f527f8e5efdb57c12405e359c5982a22171b12f9c86ee9', 'rssi': -93, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:34:36: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '2b99cbc4a5a1bbfafc07aaa78ced4e5870b7ec8cee86788821eac56f', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:34:36: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '0915f561f53a05a8adddbd0f5b9e7932945d61b7f41cb884d8eaf588', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:34:37: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'd12012b3b957723460b096268dc3774d207ca34fffb43d39f6072e04', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-08 09:34:38: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '8bd5757eb5dfd21b501fda9146775a3adcaee86007072301ce81e9d6', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:34:39: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a48f27428be636112dd6ca28ded9c1b6c8e39cabb7275ab69036c36e', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:34:40: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '279448fc421142c7c71e0d0e186a8434c9c904d01553e2624c64a002', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:34:40: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '8bd5757eb5dfd21b501fda9146775a3adcaee86007072301ce81e9d6', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:34:41: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '0915f561f53a05a8adddbd0f5b9e7932945d61b7f41cb884d8eaf588', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
