Testing SD card write operations: 2022-07-08 08:57:37
2022-07-08 09:04:50: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7d09a6abb171de881bdc71bf083324bc9a5ac14506cd3ed1f332a4b3', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:04:51: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'f5c55492e1e5a86c1f29669dbba340ff13caf23c06dda1942b88667c', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:04:52: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7d09a6abb171de881bdc71bf083324bc9a5ac14506cd3ed1f332a4b3', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:04:53: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '83e69ebe42c4b4f9ae8c8a000f8e8b8a4b01b4da53a4d0051a15acd0', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:04:54: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7d09a6abb171de881bdc71bf083324bc9a5ac14506cd3ed1f332a4b3', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:04:54: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7d09a6abb171de881bdc71bf083324bc9a5ac14506cd3ed1f332a4b3', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:04:55: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '9682e59055452939f132618eeae299a50445232b21a10ac6f73182d1', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-08 09:04:56: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '940a3e352d13452222051ce320ce1fd97d83a872704d6382d00abb82', 'rssi': -92, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:04:57: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7e70761e872fdf0321b072715d38b26cd2abcf55afed66263c92d19a', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:04:58: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '940a3e352d13452222051ce320ce1fd97d83a872704d6382d00abb82', 'rssi': -93, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:04:58: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7e70761e872fdf0321b072715d38b26cd2abcf55afed66263c92d19a', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:04:59: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7d09a6abb171de881bdc71bf083324bc9a5ac14506cd3ed1f332a4b3', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:05:00: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7d09a6abb171de881bdc71bf083324bc9a5ac14506cd3ed1f332a4b3', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:05:01: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'a6bd56adfbf24c8ca01257183e690a26f763094b2626021e1dc62a6c', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:05:02: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '83d922c348a6bd9d12bd47ffb724c33f9fa01b48c98050e5bdeff1c0', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-08 09:05:02: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7d09a6abb171de881bdc71bf083324bc9a5ac14506cd3ed1f332a4b3', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:05:03: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '04f51c931b8504df95a6bf3a06a9a4f824c2d42d3724688513d7b2a1', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:05:04: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'f5c55492e1e5a86c1f29669dbba340ff13caf23c06dda1942b88667c', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:05:05: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7d09a6abb171de881bdc71bf083324bc9a5ac14506cd3ed1f332a4b3', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:05:06: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7e70761e872fdf0321b072715d38b26cd2abcf55afed66263c92d19a', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:05:07: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7e70761e872fdf0321b072715d38b26cd2abcf55afed66263c92d19a', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:05:07: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'f5c55492e1e5a86c1f29669dbba340ff13caf23c06dda1942b88667c', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:05:08: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7e70761e872fdf0321b072715d38b26cd2abcf55afed66263c92d19a', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:05:09: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '6ebe954cd4dd358b1d00e253f6fdf7b2a2c2b0099cb2eed4c3980e90', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:05:10: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '03c89880cb89458784048e5a9f73e9e1a60c52907438f18edb87704f', 'rssi': -95, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:05:11: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7e70761e872fdf0321b072715d38b26cd2abcf55afed66263c92d19a', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:05:11: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7e70761e872fdf0321b072715d38b26cd2abcf55afed66263c92d19a', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:05:12: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7e70761e872fdf0321b072715d38b26cd2abcf55afed66263c92d19a', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:05:13: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7e70761e872fdf0321b072715d38b26cd2abcf55afed66263c92d19a', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:05:14: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7d09a6abb171de881bdc71bf083324bc9a5ac14506cd3ed1f332a4b3', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:05:15: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7e70761e872fdf0321b072715d38b26cd2abcf55afed66263c92d19a', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:05:15: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '83e69ebe42c4b4f9ae8c8a000f8e8b8a4b01b4da53a4d0051a15acd0', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:05:16: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'f5c55492e1e5a86c1f29669dbba340ff13caf23c06dda1942b88667c', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:05:17: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '940a3e352d13452222051ce320ce1fd97d83a872704d6382d00abb82', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:05:18: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7e70761e872fdf0321b072715d38b26cd2abcf55afed66263c92d19a', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:05:19: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7d09a6abb171de881bdc71bf083324bc9a5ac14506cd3ed1f332a4b3', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:05:19: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'f5c55492e1e5a86c1f29669dbba340ff13caf23c06dda1942b88667c', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:05:20: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7d09a6abb171de881bdc71bf083324bc9a5ac14506cd3ed1f332a4b3', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:05:21: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7e70761e872fdf0321b072715d38b26cd2abcf55afed66263c92d19a', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:05:22: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7d09a6abb171de881bdc71bf083324bc9a5ac14506cd3ed1f332a4b3', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:05:23: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'a6bd56adfbf24c8ca01257183e690a26f763094b2626021e1dc62a6c', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:05:24: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '9682e59055452939f132618eeae299a50445232b21a10ac6f73182d1', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-08 09:05:24: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7e70761e872fdf0321b072715d38b26cd2abcf55afed66263c92d19a', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:05:25: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '940a3e352d13452222051ce320ce1fd97d83a872704d6382d00abb82', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:05:26: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7e70761e872fdf0321b072715d38b26cd2abcf55afed66263c92d19a', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:05:27: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7e70761e872fdf0321b072715d38b26cd2abcf55afed66263c92d19a', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:05:28: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '04f51c931b8504df95a6bf3a06a9a4f824c2d42d3724688513d7b2a1', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:05:28: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '04f51c931b8504df95a6bf3a06a9a4f824c2d42d3724688513d7b2a1', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:05:29: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7e70761e872fdf0321b072715d38b26cd2abcf55afed66263c92d19a', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:05:30: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7d09a6abb171de881bdc71bf083324bc9a5ac14506cd3ed1f332a4b3', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:05:31: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '04f51c931b8504df95a6bf3a06a9a4f824c2d42d3724688513d7b2a1', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:05:32: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7d09a6abb171de881bdc71bf083324bc9a5ac14506cd3ed1f332a4b3', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:05:32: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7d09a6abb171de881bdc71bf083324bc9a5ac14506cd3ed1f332a4b3', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:05:33: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '04f51c931b8504df95a6bf3a06a9a4f824c2d42d3724688513d7b2a1', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:05:34: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '6ebe954cd4dd358b1d00e253f6fdf7b2a2c2b0099cb2eed4c3980e90', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:05:35: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'f5c55492e1e5a86c1f29669dbba340ff13caf23c06dda1942b88667c', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:05:36: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7e70761e872fdf0321b072715d38b26cd2abcf55afed66263c92d19a', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:05:36: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '83d922c348a6bd9d12bd47ffb724c33f9fa01b48c98050e5bdeff1c0', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-08 09:05:37: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7d09a6abb171de881bdc71bf083324bc9a5ac14506cd3ed1f332a4b3', 'rssi': -74, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:05:38: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': '08613f0b384d2cc95a03e01989da665038b955dc4b9a31d11222a1b7', 'rssi': -91, 'name': 'Cb40', 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:05:39: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7d09a6abb171de881bdc71bf083324bc9a5ac14506cd3ed1f332a4b3', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:05:40: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7e70761e872fdf0321b072715d38b26cd2abcf55afed66263c92d19a', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:05:40: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '940a3e352d13452222051ce320ce1fd97d83a872704d6382d00abb82', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:05:41: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7e70761e872fdf0321b072715d38b26cd2abcf55afed66263c92d19a', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:05:42: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7d09a6abb171de881bdc71bf083324bc9a5ac14506cd3ed1f332a4b3', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:05:43: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '04f51c931b8504df95a6bf3a06a9a4f824c2d42d3724688513d7b2a1', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:05:44: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '940a3e352d13452222051ce320ce1fd97d83a872704d6382d00abb82', 'rssi': -92, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:05:45: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '04f51c931b8504df95a6bf3a06a9a4f824c2d42d3724688513d7b2a1', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:05:45: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7e70761e872fdf0321b072715d38b26cd2abcf55afed66263c92d19a', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:05:46: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'f5c55492e1e5a86c1f29669dbba340ff13caf23c06dda1942b88667c', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:05:47: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '83e69ebe42c4b4f9ae8c8a000f8e8b8a4b01b4da53a4d0051a15acd0', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:05:48: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7e70761e872fdf0321b072715d38b26cd2abcf55afed66263c92d19a', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:05:49: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '83e69ebe42c4b4f9ae8c8a000f8e8b8a4b01b4da53a4d0051a15acd0', 'rssi': -93, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:05:49: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '83e69ebe42c4b4f9ae8c8a000f8e8b8a4b01b4da53a4d0051a15acd0', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:05:50: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '83d922c348a6bd9d12bd47ffb724c33f9fa01b48c98050e5bdeff1c0', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-08 09:05:51: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7d09a6abb171de881bdc71bf083324bc9a5ac14506cd3ed1f332a4b3', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:05:52: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '83e69ebe42c4b4f9ae8c8a000f8e8b8a4b01b4da53a4d0051a15acd0', 'rssi': -94, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:05:53: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'ae4d119f90aa31ea7bdd6628732bb3ee6efee0c5eb55da47b717819c', 'rssi': -64, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-08 09:05:53: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'ae4d119f90aa31ea7bdd6628732bb3ee6efee0c5eb55da47b717819c', 'rssi': -62, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-08 09:05:54: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '42ff39dc32d669fba8fd074442cfc28ee9d6966c6133fd3781942536', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:05:55: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'ae4d119f90aa31ea7bdd6628732bb3ee6efee0c5eb55da47b717819c', 'rssi': -59, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-08 09:05:56: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'ae4d119f90aa31ea7bdd6628732bb3ee6efee0c5eb55da47b717819c', 'rssi': -65, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-08 09:05:56: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7d09a6abb171de881bdc71bf083324bc9a5ac14506cd3ed1f332a4b3', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:05:57: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '940a3e352d13452222051ce320ce1fd97d83a872704d6382d00abb82', 'rssi': -92, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:05:58: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'ae4d119f90aa31ea7bdd6628732bb3ee6efee0c5eb55da47b717819c', 'rssi': -64, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-08 09:05:59: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'a6bd56adfbf24c8ca01257183e690a26f763094b2626021e1dc62a6c', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:06:00: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '0db42c0bdddb58e9f7eb6c53f9af9a0a05c7f10cfc04a508c0b56858', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:06:01: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7d09a6abb171de881bdc71bf083324bc9a5ac14506cd3ed1f332a4b3', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-08 09:06:02: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'f5c55492e1e5a86c1f29669dbba340ff13caf23c06dda1942b88667c', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:06:02: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'f5c55492e1e5a86c1f29669dbba340ff13caf23c06dda1942b88667c', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-08 09:06:03: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7e70761e872fdf0321b072715d38b26cd2abcf55afed66263c92d19a', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
