Testing SD card write operations: 2022-05-31 10:36:59
2022-05-31 11:00:06: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '396c2ba0650ff0a4cecaeb1b9f0a316e3fd4b6f4d0d295d0732c91eb', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-31 11:00:06: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'c119b9b0ab7dd224034fc8749959313b505b7767c88d3946e0fd960d', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:00:07: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '1635fa94992d2ef3a94e6926256990560b6a46eeab9e5a4709398435', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:00:08: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '499e152bec74c48bfdbb7ab535cf994e38a46e51bfc227b864ff34e4', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:00:09: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '81c7c79592b096735c37d34d120a90789fb5677cce86962e5bdd4838', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:00:09: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '86696af0ef7ad608892a6deca9e0bcf21be7dea0bf8f20f9d3bff897', 'rssi': -71, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-31 11:00:10: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '86696af0ef7ad608892a6deca9e0bcf21be7dea0bf8f20f9d3bff897', 'rssi': -69, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-31 11:00:11: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'f8f00ed14d30a997006cd0205ddcbbc4a74be124cab5222450b94547', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:00:12: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'ff44d64d9233046267542ee398386ffdea16b38bf58e5720ec411b64', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:00:13: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '81c7c79592b096735c37d34d120a90789fb5677cce86962e5bdd4838', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:00:13: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '73b4434e78fb46673c528f1b34d1f3bd84638b5b751898921b8cbca7', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:00:14: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '81c7c79592b096735c37d34d120a90789fb5677cce86962e5bdd4838', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:00:15: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '0b460a957446d9b3629f9d17ec949b98e69a8e2fe33afd934dc77981', 'rssi': -73, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-31 11:00:16: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '72d41605edb2ac04fcef13f88fdb18e072b64ac4a7ccc1db8bc3a985', 'rssi': -92, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-31 11:00:17: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '10544dba1fe043b74f153f4615398d95f323622e9662fe35433eea63', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-05-31 11:00:17: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'e50bf40f0c68dd8c4e6d9aaff264ec79b85bbd6672d984423f89af23', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:00:18: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '47d37e6a472b9647aed72340db5a55ab44caea83632b0d7fa25b6697', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:00:19: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '2be3849b2ad24f2590ef067f17c300a42ef99319f58f2374e0e58bad', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:00:20: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '5a778ab1796670d974d23a0d4ffb65e3156d5f23251b0c2a1e3ef0ad', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:00:20: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '03880132149a540018b806ee2374ea0a33ca58c3cef48aa26416be48', 'rssi': -93, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 6, 'adv_tx_pwr': 3}
2022-05-31 11:00:21: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '6a9a12c2a10b100a679c567b2a92b69fb78f4bb9b68e5878d39b757d', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:00:22: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '89aef25cc473cf88ab45cb52b5d883b6a3d22e3de42af18f02b03939', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:00:23: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'c9fe6945b9bc1f7293ddd6a52f0ff3bfe3858d9956957b053efeb034', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:00:24: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '0b460a957446d9b3629f9d17ec949b98e69a8e2fe33afd934dc77981', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:00:24: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '18c29261bf24d58244d73b37e641453bd7f556d89a564b2bef9baccd', 'rssi': -92, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-31 11:00:25: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '89aef25cc473cf88ab45cb52b5d883b6a3d22e3de42af18f02b03939', 'rssi': -93, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:00:26: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7488af9dd5b7dc9e1dfaf2e0bae1219370af5ac2c41ca2a9c6ecf0a1', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-31 11:00:27: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '03880132149a540018b806ee2374ea0a33ca58c3cef48aa26416be48', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 6, 'adv_tx_pwr': 3}
2022-05-31 11:00:28: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '72d41605edb2ac04fcef13f88fdb18e072b64ac4a7ccc1db8bc3a985', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-31 11:00:28: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a906a08f8566f07b07a1bc0ee0ab5b58e5369879b73f39752d041aaf', 'rssi': -93, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-31 11:00:29: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '10544dba1fe043b74f153f4615398d95f323622e9662fe35433eea63', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-05-31 11:00:30: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'ed6f4141c4717d55381b0d14e9c64e8215d800e647d86107d1a63b96', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:00:31: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'e50bf40f0c68dd8c4e6d9aaff264ec79b85bbd6672d984423f89af23', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:00:32: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7d5edd5a8e060ac332cb8eeae3acf3b33c43d4fa557d4c584cbbac90', 'rssi': -71, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-31 11:00:32: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '45019f57b7bbce6e3060815ef56a5685ea4e65a8f4f1c890bcb91f15', 'rssi': -93, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:00:33: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '89aef25cc473cf88ab45cb52b5d883b6a3d22e3de42af18f02b03939', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:00:34: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'e50bf40f0c68dd8c4e6d9aaff264ec79b85bbd6672d984423f89af23', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:00:35: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '3436b7d547802abc9d2ca9608896b36a779f0e39f49597d809b3f66d', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-05-31 11:00:35: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '86696af0ef7ad608892a6deca9e0bcf21be7dea0bf8f20f9d3bff897', 'rssi': -72, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-31 11:00:36: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '6a9a12c2a10b100a679c567b2a92b69fb78f4bb9b68e5878d39b757d', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:00:37: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '43068fc5f41fbd7f92a5c9a9525db48f1d6ad7cd39ce10bf7e937f60', 'rssi': -74, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:00:38: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '9ad13e702aa107623286b6a1461e83c63c33bc980d6b596f892b7c90', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-31 11:00:39: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7d5edd5a8e060ac332cb8eeae3acf3b33c43d4fa557d4c584cbbac90', 'rssi': -70, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-31 11:00:39: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a38cf74e7823bb166a1773b3f87022acb211fc5ff4461a132e16e400', 'rssi': -73, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:00:40: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '81c7c79592b096735c37d34d120a90789fb5677cce86962e5bdd4838', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:00:41: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '6a9a12c2a10b100a679c567b2a92b69fb78f4bb9b68e5878d39b757d', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:00:42: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'cb1cf14f7e7c3d2ab364d25b15d2c34d0db21affea16953b80a69f4c', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 26, 'adv_tx_pwr': 3}
2022-05-31 11:00:43: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '47d37e6a472b9647aed72340db5a55ab44caea83632b0d7fa25b6697', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:00:43: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '89aef25cc473cf88ab45cb52b5d883b6a3d22e3de42af18f02b03939', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:00:44: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5c359f3cd8ef6103007534fa72b3609bafe481a910606e6ec5ef0465', 'rssi': -71, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-31 11:00:45: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '73b4434e78fb46673c528f1b34d1f3bd84638b5b751898921b8cbca7', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:00:46: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '43068fc5f41fbd7f92a5c9a9525db48f1d6ad7cd39ce10bf7e937f60', 'rssi': -74, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:00:47: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '45019f57b7bbce6e3060815ef56a5685ea4e65a8f4f1c890bcb91f15', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:00:47: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '6a9a12c2a10b100a679c567b2a92b69fb78f4bb9b68e5878d39b757d', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:00:48: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '73b4434e78fb46673c528f1b34d1f3bd84638b5b751898921b8cbca7', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:00:49: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '82c1766d190e7bde627dd8dd4d08f52b70e21e465959c723fc52fe29', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:00:50: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '9ad13e702aa107623286b6a1461e83c63c33bc980d6b596f892b7c90', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-31 11:00:50: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'c9fe6945b9bc1f7293ddd6a52f0ff3bfe3858d9956957b053efeb034', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:00:51: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '6a9a12c2a10b100a679c567b2a92b69fb78f4bb9b68e5878d39b757d', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:00:52: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '45019f57b7bbce6e3060815ef56a5685ea4e65a8f4f1c890bcb91f15', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:00:53: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '81c7c79592b096735c37d34d120a90789fb5677cce86962e5bdd4838', 'rssi': -93, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:00:54: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '39dbe2fb520d64c21043400fb52ab557a14c38f5d9fed45a7e06df58', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-31 11:00:54: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '6a9a12c2a10b100a679c567b2a92b69fb78f4bb9b68e5878d39b757d', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:00:55: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '43068fc5f41fbd7f92a5c9a9525db48f1d6ad7cd39ce10bf7e937f60', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:00:56: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '3a91dd662e90b0cba148bd20b9d245ad36586d4c4f2462cfe8497a6b', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-31 11:00:57: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5c359f3cd8ef6103007534fa72b3609bafe481a910606e6ec5ef0465', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-31 11:00:58: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '45019f57b7bbce6e3060815ef56a5685ea4e65a8f4f1c890bcb91f15', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:00:58: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '86696af0ef7ad608892a6deca9e0bcf21be7dea0bf8f20f9d3bff897', 'rssi': -70, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-31 11:00:59: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '72d41605edb2ac04fcef13f88fdb18e072b64ac4a7ccc1db8bc3a985', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-31 11:01:00: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'c119b9b0ab7dd224034fc8749959313b505b7767c88d3946e0fd960d', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:01:01: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '45019f57b7bbce6e3060815ef56a5685ea4e65a8f4f1c890bcb91f15', 'rssi': -97, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:01:01: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '43068fc5f41fbd7f92a5c9a9525db48f1d6ad7cd39ce10bf7e937f60', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:01:02: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '763aecfe16c07d0c57bb5dbe411851a4fa65ebabeb0f25c9b3775314', 'rssi': -93, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:01:03: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5c359f3cd8ef6103007534fa72b3609bafe481a910606e6ec5ef0465', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-31 11:01:04: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '47d37e6a472b9647aed72340db5a55ab44caea83632b0d7fa25b6697', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:01:05: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a38cf74e7823bb166a1773b3f87022acb211fc5ff4461a132e16e400', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:01:05: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '3a91dd662e90b0cba148bd20b9d245ad36586d4c4f2462cfe8497a6b', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-31 11:01:06: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '8ecca49854049ccab5d616849b434385a93888c3b836f8709431f4d5', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-31 11:01:07: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'c9fe6945b9bc1f7293ddd6a52f0ff3bfe3858d9956957b053efeb034', 'rssi': -92, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:01:08: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '43068fc5f41fbd7f92a5c9a9525db48f1d6ad7cd39ce10bf7e937f60', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:01:09: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': 'c7f65022f3165a42d9e700c8ec153d64bc8f215c0d71f7b8ba6276f3', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:01:09: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'e50bf40f0c68dd8c4e6d9aaff264ec79b85bbd6672d984423f89af23', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:01:10: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '56708861c551fa8abd389c83b73885fc71718cc55c59c57a24d6257e', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 26, 'adv_tx_pwr': 3}
2022-05-31 11:01:11: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '45019f57b7bbce6e3060815ef56a5685ea4e65a8f4f1c890bcb91f15', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:01:12: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'c9fe6945b9bc1f7293ddd6a52f0ff3bfe3858d9956957b053efeb034', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:01:13: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '7d5edd5a8e060ac332cb8eeae3acf3b33c43d4fa557d4c584cbbac90', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-31 11:01:13: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '45019f57b7bbce6e3060815ef56a5685ea4e65a8f4f1c890bcb91f15', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:01:14: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': 'c7f65022f3165a42d9e700c8ec153d64bc8f215c0d71f7b8ba6276f3', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:01:15: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '45019f57b7bbce6e3060815ef56a5685ea4e65a8f4f1c890bcb91f15', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:01:16: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': 'c7f65022f3165a42d9e700c8ec153d64bc8f215c0d71f7b8ba6276f3', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-31 11:01:17: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'd40d498df333e6109f390967ad37cd7f19bcd84fc1bf104c520702a2', 'rssi': -92, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
