Testing SD card write operations: 2022-07-06 13:31:32
2022-07-06 13:39:00: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '890242871dc1173247fe4dd4db0d6ef0c94f3a6d2f0f927286e0b0a0', 'rssi': -73, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:39:01: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'd6dbe1d55820460e8821605e4c4ecde34a815541ee37ad68c0ebbb8e', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-06 13:39:01: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '890242871dc1173247fe4dd4db0d6ef0c94f3a6d2f0f927286e0b0a0', 'rssi': -73, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:39:02: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '642b2955985139d8d4858eaddcb6e0c2f815d782e5eb12a1f595721c', 'rssi': -66, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:39:03: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'add9eb72baa384297d8086dfa7feac8d0fa2cc9910dcee6a5acdb355', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:39:04: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5f98b21b9481b6fe01a2b4bdcbbae78e0b32da4c754ea61fa4a8c563', 'rssi': -61, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:39:05: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5f98b21b9481b6fe01a2b4bdcbbae78e0b32da4c754ea61fa4a8c563', 'rssi': -66, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:39:05: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '24713823b4e7635a00af447b7a043dd7ff6795b7ba8d12f95779a089', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 24, 'adv_tx_pwr': 3}
2022-07-06 13:39:06: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'dd8f4090f3fb0fac1d4358b13c16d18c1841d340f65b5d78fc044f6a', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:39:07: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '2248822504c8aa3ca43ad63a79e9ee3308773a13e1c75e93a31d44b4', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:39:08: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '1960a48e4dc1d2dd7e385f3d37727be86108b7460075dcadadd46e69', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:39:09: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5f98b21b9481b6fe01a2b4bdcbbae78e0b32da4c754ea61fa4a8c563', 'rssi': -64, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:39:10: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'fc72a1caac963769f0d56c23be5b60ab3b6f06598e5ade22470f933d', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:39:10: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'fd0423adf322671a24a4d7c3444d1ecfa642d0caef9d083ab35d3760', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:39:11: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'dd8f4090f3fb0fac1d4358b13c16d18c1841d340f65b5d78fc044f6a', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:39:12: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5f98b21b9481b6fe01a2b4bdcbbae78e0b32da4c754ea61fa4a8c563', 'rssi': -58, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:39:13: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'd6dbe1d55820460e8821605e4c4ecde34a815541ee37ad68c0ebbb8e', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-06 13:39:13: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5f98b21b9481b6fe01a2b4bdcbbae78e0b32da4c754ea61fa4a8c563', 'rssi': -59, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:39:14: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'd6dbe1d55820460e8821605e4c4ecde34a815541ee37ad68c0ebbb8e', 'rssi': -72, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-06 13:39:15: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '3d8920567250ccbfb9ab644bdd1317f854b8286b046515583dc95689', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-06 13:39:16: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '642b2955985139d8d4858eaddcb6e0c2f815d782e5eb12a1f595721c', 'rssi': -58, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:39:17: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5f98b21b9481b6fe01a2b4bdcbbae78e0b32da4c754ea61fa4a8c563', 'rssi': -66, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:39:18: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'b4d07a927eccb2bdd0947b28c8ea948cd56fd9a5df72670bc06ba4de', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:39:18: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '04b971a5ebe023efae7a67a08242c601348bc238308d8bed7578fa11', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:39:19: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5f98b21b9481b6fe01a2b4bdcbbae78e0b32da4c754ea61fa4a8c563', 'rssi': -61, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:39:20: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '0f49f5f38ef3ef9063ed1016e75cdd3ed3f2e90e48a41e9ab81114f4', 'rssi': -68, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:39:21: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5f98b21b9481b6fe01a2b4bdcbbae78e0b32da4c754ea61fa4a8c563', 'rssi': -52, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:39:22: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5f98b21b9481b6fe01a2b4bdcbbae78e0b32da4c754ea61fa4a8c563', 'rssi': -63, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:39:22: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '9e9a50f20610ecdccb18425641acd7ef35c0312e6fc722591b0c62f5', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:39:23: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5f98b21b9481b6fe01a2b4bdcbbae78e0b32da4c754ea61fa4a8c563', 'rssi': -57, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:39:24: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '642b2955985139d8d4858eaddcb6e0c2f815d782e5eb12a1f595721c', 'rssi': -64, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:39:25: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5f98b21b9481b6fe01a2b4bdcbbae78e0b32da4c754ea61fa4a8c563', 'rssi': -54, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:39:26: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'b4d07a927eccb2bdd0947b28c8ea948cd56fd9a5df72670bc06ba4de', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:39:27: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '49587170c570553abc400c7fd249a0c3f5e15da33c28699a053b8bc5', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:39:27: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5f98b21b9481b6fe01a2b4bdcbbae78e0b32da4c754ea61fa4a8c563', 'rssi': -58, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:39:28: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '5d41e2ad15ea7b7f87d0081b31911b971baf3e67369f62d6e7d0c694', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:39:29: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '642b2955985139d8d4858eaddcb6e0c2f815d782e5eb12a1f595721c', 'rssi': -62, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:39:30: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '81c9b4802735c4ffe37257f43cac28137f55e48629e2c8730e12e0ec', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-06 13:39:30: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '49587170c570553abc400c7fd249a0c3f5e15da33c28699a053b8bc5', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:39:31: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '1960a48e4dc1d2dd7e385f3d37727be86108b7460075dcadadd46e69', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:39:32: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '32e7a30bc23ac5ee34c2ee3ff67882706916b01e005ca1d43d4da729', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:39:33: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'dd8f4090f3fb0fac1d4358b13c16d18c1841d340f65b5d78fc044f6a', 'rssi': -72, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:39:34: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '2248822504c8aa3ca43ad63a79e9ee3308773a13e1c75e93a31d44b4', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:39:35: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a5903d50dc49c79e46d534a5e22b590480acec7b65d243237deaeb89', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:39:35: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5f98b21b9481b6fe01a2b4bdcbbae78e0b32da4c754ea61fa4a8c563', 'rssi': -58, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:39:36: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '890242871dc1173247fe4dd4db0d6ef0c94f3a6d2f0f927286e0b0a0', 'rssi': -72, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:39:37: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '890242871dc1173247fe4dd4db0d6ef0c94f3a6d2f0f927286e0b0a0', 'rssi': -69, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:39:38: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5f98b21b9481b6fe01a2b4bdcbbae78e0b32da4c754ea61fa4a8c563', 'rssi': -59, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:39:39: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '677f13d6d2abf34e62c3669c602cf0501b62cc77dcc5cef8537d801a', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-06 13:39:39: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'dd8f4090f3fb0fac1d4358b13c16d18c1841d340f65b5d78fc044f6a', 'rssi': -73, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:39:40: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'a4f3a94a0033c9f86b728fd3dae7d64641f070dfb5cde83a5d1e872a', 'rssi': -69, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:39:41: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '642b2955985139d8d4858eaddcb6e0c2f815d782e5eb12a1f595721c', 'rssi': -63, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:39:42: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5f98b21b9481b6fe01a2b4bdcbbae78e0b32da4c754ea61fa4a8c563', 'rssi': -63, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:39:43: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '30643d53369f0a8a0263eb243d5208ebedf0b25a14990d2838fa5397', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:39:43: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '1960a48e4dc1d2dd7e385f3d37727be86108b7460075dcadadd46e69', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:39:44: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '1e250c486606cbf06e20d8204e72aaa052b55b9629d448945e6f70a5', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-06 13:39:45: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5f98b21b9481b6fe01a2b4bdcbbae78e0b32da4c754ea61fa4a8c563', 'rssi': -68, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:39:46: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'dd8f4090f3fb0fac1d4358b13c16d18c1841d340f65b5d78fc044f6a', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:39:47: {'adv_flag': 6, 'def_tx_pwr': 3, 'mac': 'd135113253aa666871eacf90de50982578e7d3b343ef32a150fb2f9c', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': -11, 'adv_tx_pwr': 3}
2022-07-06 13:39:47: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5f98b21b9481b6fe01a2b4bdcbbae78e0b32da4c754ea61fa4a8c563', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:39:48: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '57970b24f6e5a2d7c4b4704c00217739700b4a355c21ff30944699e5', 'rssi': -68, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-06 13:39:49: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'fc72a1caac963769f0d56c23be5b60ab3b6f06598e5ade22470f933d', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:39:50: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'dd8f4090f3fb0fac1d4358b13c16d18c1841d340f65b5d78fc044f6a', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:39:51: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '32b89c354b1572e9f36afdf0ca319ea224e10b73f8e7135b1a44ab0c', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-06 13:39:51: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '677f13d6d2abf34e62c3669c602cf0501b62cc77dcc5cef8537d801a', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 5, 'adv_tx_pwr': 3}
2022-07-06 13:39:52: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '6fbb47a641ce6bd495e32a8451f067a198c179148607a5fca4efd725', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:39:53: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'dd8f4090f3fb0fac1d4358b13c16d18c1841d340f65b5d78fc044f6a', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:39:54: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '556c0e7964cdfe4ca7e44790d6787a68571d0a16f478129330e60be5', 'rssi': -94, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:39:55: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '811d84fd296a47d0ed1d21288194dc43d4d0d4934be4e1abf0f900e5', 'rssi': -68, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:39:56: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '5f98b21b9481b6fe01a2b4bdcbbae78e0b32da4c754ea61fa4a8c563', 'rssi': -71, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:39:56: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'd48c1288b726ab649eeac713297cb534371ac610938607f207aeba6a', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:39:57: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'f9d8f1b145b697882ae1533a298be511d3fb8983e4798609a6e91ad3', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:39:58: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '89e3d163d6bae601481dcd756d6d16f529f3590de24d42f06668ae69', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:39:59: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '2248822504c8aa3ca43ad63a79e9ee3308773a13e1c75e93a31d44b4', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:40:00: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '30643d53369f0a8a0263eb243d5208ebedf0b25a14990d2838fa5397', 'rssi': -73, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:40:00: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '88a28b6240ce9213b49f4c4916cdefe35b08f1c32d8c8fa552e2bf7b', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:40:01: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '89e3d163d6bae601481dcd756d6d16f529f3590de24d42f06668ae69', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:40:02: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '4b1fb693228c8fa0c68507bc98cfe7089316261a8d8e00a708f6ea90', 'rssi': -73, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:40:03: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a225ae30bfb7da140602f37abd32c5e779a46846e517f5cb36963451', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-06 13:40:04: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'b8cf2978b72e2cdcab855045e2bbbadf985e8ee175b0ec80d5ace4c7', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:40:04: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '0dc6348e22e02eb566b4d286e5f00a946c4fab43ce0594ac45bcc1d5', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-06 13:40:05: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '2bd71e57bf8f46f27404244f23b952f1c1bbf6953dcb930fc1d4cca4', 'rssi': -65, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:40:06: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'f0a1d1ff12213a8bc366b00a5bbef03c1d68904de1e2f834d97a410b', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:40:07: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '1656337d08d435a17820465a0733de5d8a1b8f8893439d61c98b8e54', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 1, 'adv_tx_pwr': 3}
2022-07-06 13:40:07: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '81c9b4802735c4ffe37257f43cac28137f55e48629e2c8730e12e0ec', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-06 13:40:08: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'fd146e13b56b3b4edfc2bcd2518e1a10d1c1e262fdb85bbc3b601ddb', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:40:09: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'f38e3cd03334f4713d1bae581f2da96986f08ff030d43ef7a9b5e232', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-06 13:40:10: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '3352a9138bc1eaf540b9f8da8642967faee861296ca3732067630b98', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-06 13:40:11: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '3d8920567250ccbfb9ab644bdd1317f854b8286b046515583dc95689', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-06 13:40:12: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '98255f334a6d4e65ddc059837caf046a4de3353b5537d1ea4cc5516f', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
