Testing SD card write operations: 2022-07-01 13:02:44
2022-07-01 13:09:17: {'ssid':'P58', 'bssid':'7de732af32fd2a218a844c0e29295e2f9999668160da5426a1fbd9a2', 'sec':5, 'channel':11, 'rssi':-85}
2022-07-01 13:09:18: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-39}
2022-07-01 13:09:18: {'ssid':'P543', 'bssid':'db732700f2544c47d9244e1ffd110bd4ae25aff07e1debef410ca6dc', 'sec':0, 'channel':1, 'rssi':-81}
2022-07-01 13:09:18: {'ssid':'P58', 'bssid':'7de732af32fd2a218a844c0e29295e2f9999668160da5426a1fbd9a2', 'sec':5, 'channel':11, 'rssi':-83}
2022-07-01 13:09:18: {'ssid':'P586', 'bssid':'5dea924347b10e7ece53748788ce21b3ff542806c6b2e5403209e6cd', 'sec':2, 'channel':11, 'rssi':-83}
2022-07-01 13:09:18: {'ssid':'P588', 'bssid':'00322233e893ea7cd47ca5f8b61947d3c960fb89680e57ecf35af198', 'sec':4, 'channel':11, 'rssi':-83}
2022-07-01 13:09:18: {'ssid':'P510', 'bssid':'35ee04d34669b48696f7f90d85265794018fbf64b2c707a154f07c75', 'sec':0, 'channel':11, 'rssi':-83}
2022-07-01 13:09:18: {'ssid':'P586', 'bssid':'4620b406e5d7dc5be2b0a4c186ff4c369f4e438b46fd168512c5d27d', 'sec':2, 'channel':6, 'rssi':-92}
2022-07-01 13:09:18: {'ssid':'P583', 'bssid':'e484b5369845e50ab633fbacb248eb70f7649248093adc4e04fae635', 'sec':4, 'channel':10, 'rssi':-94}
2022-07-01 13:09:20: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-44}
2022-07-01 13:09:20: {'ssid':'P588', 'bssid':'00322233e893ea7cd47ca5f8b61947d3c960fb89680e57ecf35af198', 'sec':4, 'channel':11, 'rssi':-84}
2022-07-01 13:09:20: {'ssid':'P510', 'bssid':'35ee04d34669b48696f7f90d85265794018fbf64b2c707a154f07c75', 'sec':0, 'channel':11, 'rssi':-84}
2022-07-01 13:09:20: {'ssid':'P58', 'bssid':'7de732af32fd2a218a844c0e29295e2f9999668160da5426a1fbd9a2', 'sec':5, 'channel':11, 'rssi':-85}
2022-07-01 13:09:20: {'ssid':'P586', 'bssid':'5dea924347b10e7ece53748788ce21b3ff542806c6b2e5403209e6cd', 'sec':2, 'channel':11, 'rssi':-92}
2022-07-01 13:09:22: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-36}
2022-07-01 13:09:22: {'ssid':'P58', 'bssid':'7de732af32fd2a218a844c0e29295e2f9999668160da5426a1fbd9a2', 'sec':5, 'channel':11, 'rssi':-75}
2022-07-01 13:09:22: {'ssid':'P588', 'bssid':'00322233e893ea7cd47ca5f8b61947d3c960fb89680e57ecf35af198', 'sec':4, 'channel':11, 'rssi':-75}
2022-07-01 13:09:22: {'ssid':'P510', 'bssid':'35ee04d34669b48696f7f90d85265794018fbf64b2c707a154f07c75', 'sec':0, 'channel':11, 'rssi':-75}
2022-07-01 13:09:22: {'ssid':'P586', 'bssid':'5dea924347b10e7ece53748788ce21b3ff542806c6b2e5403209e6cd', 'sec':2, 'channel':11, 'rssi':-85}
2022-07-01 13:09:24: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-38}
2022-07-01 13:09:24: {'ssid':'P588', 'bssid':'00322233e893ea7cd47ca5f8b61947d3c960fb89680e57ecf35af198', 'sec':4, 'channel':11, 'rssi':-81}
2022-07-01 13:09:24: {'ssid':'P58', 'bssid':'7de732af32fd2a218a844c0e29295e2f9999668160da5426a1fbd9a2', 'sec':5, 'channel':11, 'rssi':-82}
2022-07-01 13:09:24: {'ssid':'P510', 'bssid':'35ee04d34669b48696f7f90d85265794018fbf64b2c707a154f07c75', 'sec':0, 'channel':11, 'rssi':-82}
2022-07-01 13:09:26: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-63}
2022-07-01 13:09:26: {'ssid':'P543', 'bssid':'db732700f2544c47d9244e1ffd110bd4ae25aff07e1debef410ca6dc', 'sec':0, 'channel':1, 'rssi':-82}
2022-07-01 13:09:26: {'ssid':'P58', 'bssid':'7de732af32fd2a218a844c0e29295e2f9999668160da5426a1fbd9a2', 'sec':5, 'channel':11, 'rssi':-82}
2022-07-01 13:09:26: {'ssid':'P510', 'bssid':'35ee04d34669b48696f7f90d85265794018fbf64b2c707a154f07c75', 'sec':0, 'channel':11, 'rssi':-82}
2022-07-01 13:09:26: {'ssid':'P588', 'bssid':'00322233e893ea7cd47ca5f8b61947d3c960fb89680e57ecf35af198', 'sec':4, 'channel':11, 'rssi':-83}
2022-07-01 13:09:28: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-54}
2022-07-01 13:09:28: {'ssid':'P510', 'bssid':'35ee04d34669b48696f7f90d85265794018fbf64b2c707a154f07c75', 'sec':0, 'channel':11, 'rssi':-75}
2022-07-01 13:09:28: {'ssid':'P58', 'bssid':'7de732af32fd2a218a844c0e29295e2f9999668160da5426a1fbd9a2', 'sec':5, 'channel':11, 'rssi':-75}
2022-07-01 13:09:28: {'ssid':'P588', 'bssid':'00322233e893ea7cd47ca5f8b61947d3c960fb89680e57ecf35af198', 'sec':4, 'channel':11, 'rssi':-75}
2022-07-01 13:09:28: {'ssid':'P543', 'bssid':'db732700f2544c47d9244e1ffd110bd4ae25aff07e1debef410ca6dc', 'sec':0, 'channel':1, 'rssi':-86}
2022-07-01 13:09:28: {'ssid':'P586', 'bssid':'4620b406e5d7dc5be2b0a4c186ff4c369f4e438b46fd168512c5d27d', 'sec':2, 'channel':6, 'rssi':-90}
2022-07-01 13:09:30: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-35}
2022-07-01 13:09:30: {'ssid':'P58', 'bssid':'7de732af32fd2a218a844c0e29295e2f9999668160da5426a1fbd9a2', 'sec':5, 'channel':11, 'rssi':-80}
2022-07-01 13:09:30: {'ssid':'P588', 'bssid':'00322233e893ea7cd47ca5f8b61947d3c960fb89680e57ecf35af198', 'sec':4, 'channel':11, 'rssi':-80}
2022-07-01 13:09:30: {'ssid':'P510', 'bssid':'35ee04d34669b48696f7f90d85265794018fbf64b2c707a154f07c75', 'sec':0, 'channel':11, 'rssi':-80}
2022-07-01 13:09:30: {'ssid':'P590', 'bssid':'2c00a3caad27c2c22043614d5ffc64cb172ece6604267b64bee3fb3d', 'sec':3, 'channel':11, 'rssi':-93}
2022-07-01 13:09:32: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-34}
2022-07-01 13:09:32: {'ssid':'P58', 'bssid':'7de732af32fd2a218a844c0e29295e2f9999668160da5426a1fbd9a2', 'sec':5, 'channel':11, 'rssi':-84}
2022-07-01 13:09:32: {'ssid':'P588', 'bssid':'00322233e893ea7cd47ca5f8b61947d3c960fb89680e57ecf35af198', 'sec':4, 'channel':11, 'rssi':-84}
2022-07-01 13:09:32: {'ssid':'P510', 'bssid':'35ee04d34669b48696f7f90d85265794018fbf64b2c707a154f07c75', 'sec':0, 'channel':11, 'rssi':-85}
2022-07-01 13:09:32: {'ssid':'P586', 'bssid':'4620b406e5d7dc5be2b0a4c186ff4c369f4e438b46fd168512c5d27d', 'sec':2, 'channel':6, 'rssi':-91}
2022-07-01 13:09:34: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-52}
2022-07-01 13:09:34: {'ssid':'P591', 'bssid':'42fc4c0a50fd6c2ddd01bee23ff7c3ea39bbcf4a67163c9c8d19de5d', 'sec':3, 'channel':4, 'rssi':-85}
2022-07-01 13:09:34: {'ssid':'P590', 'bssid':'2c00a3caad27c2c22043614d5ffc64cb172ece6604267b64bee3fb3d', 'sec':3, 'channel':11, 'rssi':-93}
2022-07-01 13:09:36: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-47}
2022-07-01 13:09:36: {'ssid':'P590', 'bssid':'2c00a3caad27c2c22043614d5ffc64cb172ece6604267b64bee3fb3d', 'sec':3, 'channel':11, 'rssi':-85}
2022-07-01 13:09:38: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-39}
2022-07-01 13:09:38: {'ssid':'P591', 'bssid':'42fc4c0a50fd6c2ddd01bee23ff7c3ea39bbcf4a67163c9c8d19de5d', 'sec':3, 'channel':4, 'rssi':-91}
2022-07-01 13:09:38: {'ssid':'P590', 'bssid':'2c00a3caad27c2c22043614d5ffc64cb172ece6604267b64bee3fb3d', 'sec':3, 'channel':11, 'rssi':-91}
2022-07-01 13:09:40: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-41}
2022-07-01 13:09:40: {'ssid':'P543', 'bssid':'db732700f2544c47d9244e1ffd110bd4ae25aff07e1debef410ca6dc', 'sec':0, 'channel':1, 'rssi':-85}
2022-07-01 13:09:40: {'ssid':'P590', 'bssid':'2c00a3caad27c2c22043614d5ffc64cb172ece6604267b64bee3fb3d', 'sec':3, 'channel':11, 'rssi':-95}
2022-07-01 13:09:42: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-43}
2022-07-01 13:09:43: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-49}
2022-07-01 13:09:45: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-43}
2022-07-01 13:09:47: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-45}
2022-07-01 13:09:49: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-47}
2022-07-01 13:09:51: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-50}
2022-07-01 13:09:51: {'ssid':'P586', 'bssid':'4620b406e5d7dc5be2b0a4c186ff4c369f4e438b46fd168512c5d27d', 'sec':2, 'channel':6, 'rssi':-89}
2022-07-01 13:09:53: {'ssid':'P543', 'bssid':'db732700f2544c47d9244e1ffd110bd4ae25aff07e1debef410ca6dc', 'sec':0, 'channel':1, 'rssi':-86}
2022-07-01 13:09:53: {'ssid':'P590', 'bssid':'2c00a3caad27c2c22043614d5ffc64cb172ece6604267b64bee3fb3d', 'sec':3, 'channel':11, 'rssi':-95}
2022-07-01 13:09:54: {'ssid':'P586', 'bssid':'4620b406e5d7dc5be2b0a4c186ff4c369f4e438b46fd168512c5d27d', 'sec':2, 'channel':6, 'rssi':-83}
2022-07-01 13:09:56: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-50}
2022-07-01 13:09:58: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-33}
2022-07-01 13:09:58: {'ssid':'P586', 'bssid':'4620b406e5d7dc5be2b0a4c186ff4c369f4e438b46fd168512c5d27d', 'sec':2, 'channel':6, 'rssi':-82}
2022-07-01 13:09:58: {'ssid':'P543', 'bssid':'db732700f2544c47d9244e1ffd110bd4ae25aff07e1debef410ca6dc', 'sec':0, 'channel':1, 'rssi':-89}
2022-07-01 13:10:00: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-42}
2022-07-01 13:10:00: {'ssid':'P586', 'bssid':'4620b406e5d7dc5be2b0a4c186ff4c369f4e438b46fd168512c5d27d', 'sec':2, 'channel':6, 'rssi':-79}
2022-07-01 13:10:00: {'ssid':'P588', 'bssid':'00322233e893ea7cd47ca5f8b61947d3c960fb89680e57ecf35af198', 'sec':4, 'channel':11, 'rssi':-94}
2022-07-01 13:10:00: {'ssid':'P58', 'bssid':'7de732af32fd2a218a844c0e29295e2f9999668160da5426a1fbd9a2', 'sec':5, 'channel':11, 'rssi':-95}
2022-07-01 13:10:00: {'ssid':'P510', 'bssid':'35ee04d34669b48696f7f90d85265794018fbf64b2c707a154f07c75', 'sec':0, 'channel':11, 'rssi':-96}
2022-07-01 13:10:02: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-61}
2022-07-01 13:10:02: {'ssid':'P586', 'bssid':'4620b406e5d7dc5be2b0a4c186ff4c369f4e438b46fd168512c5d27d', 'sec':2, 'channel':6, 'rssi':-77}
2022-07-01 13:10:04: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-49}
2022-07-01 13:10:04: {'ssid':'P586', 'bssid':'4620b406e5d7dc5be2b0a4c186ff4c369f4e438b46fd168512c5d27d', 'sec':2, 'channel':6, 'rssi':-79}
2022-07-01 13:10:04: {'ssid':'P543', 'bssid':'db732700f2544c47d9244e1ffd110bd4ae25aff07e1debef410ca6dc', 'sec':0, 'channel':1, 'rssi':-90}
2022-07-01 13:10:06: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-36}
2022-07-01 13:10:08: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-41}
2022-07-01 13:10:10: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-70}
2022-07-01 13:10:11: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-43}
2022-07-01 13:10:11: {'ssid':'P586', 'bssid':'4620b406e5d7dc5be2b0a4c186ff4c369f4e438b46fd168512c5d27d', 'sec':2, 'channel':6, 'rssi':-73}
2022-07-01 13:10:13: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-45}
2022-07-01 13:10:15: {'ssid':'P586', 'bssid':'4620b406e5d7dc5be2b0a4c186ff4c369f4e438b46fd168512c5d27d', 'sec':2, 'channel':6, 'rssi':-87}
2022-07-01 13:10:17: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-45}
2022-07-01 13:10:19: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-40}
2022-07-01 13:10:21: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-44}
2022-07-01 13:10:22: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-57}
2022-07-01 13:10:22: {'ssid':'P587', 'bssid':'4d8ae4bdafebfb7a3470a1850b35a6214de9a007f587b48cfaea75a5', 'sec':5, 'channel':1, 'rssi':-93}
2022-07-01 13:10:24: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-38}
2022-07-01 13:10:26: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-36}
2022-07-01 13:10:26: {'ssid':'P586', 'bssid':'4620b406e5d7dc5be2b0a4c186ff4c369f4e438b46fd168512c5d27d', 'sec':2, 'channel':6, 'rssi':-94}
2022-07-01 13:10:28: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-59}
2022-07-01 13:10:30: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-40}
2022-07-01 13:10:32: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-51}
2022-07-01 13:10:34: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-44}
2022-07-01 13:10:35: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-33}
2022-07-01 13:10:37: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-42}
2022-07-01 13:10:39: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-37}
2022-07-01 13:10:41: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-37}
2022-07-01 13:10:43: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-55}
2022-07-01 13:10:45: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-52}
2022-07-01 13:10:47: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-47}
2022-07-01 13:10:48: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-62}
2022-07-01 13:10:50: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-41}
2022-07-01 13:10:52: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-40}
2022-07-01 13:10:54: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-59}
2022-07-01 13:10:56: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-41}
2022-07-01 13:10:58: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-45}
2022-07-01 13:11:00: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-30}
2022-07-01 13:11:01: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-49}
2022-07-01 13:11:03: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-51}
2022-07-01 13:11:05: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-43}
2022-07-01 13:11:05: {'ssid':'P586', 'bssid':'4620b406e5d7dc5be2b0a4c186ff4c369f4e438b46fd168512c5d27d', 'sec':2, 'channel':6, 'rssi':-92}
2022-07-01 13:11:07: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-42}
2022-07-01 13:11:09: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-40}
2022-07-01 13:11:11: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-49}
2022-07-01 13:11:13: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-39}
2022-07-01 13:11:14: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-41}
2022-07-01 13:11:16: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-52}
2022-07-01 13:11:16: {'ssid':'P543', 'bssid':'db732700f2544c47d9244e1ffd110bd4ae25aff07e1debef410ca6dc', 'sec':0, 'channel':1, 'rssi':-95}
2022-07-01 13:11:18: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-45}
2022-07-01 13:11:18: {'ssid':'P586', 'bssid':'faf216fd06a396bd7ea85b9c6a3c29613c192b6ac738d9b2e26dabba', 'sec':2, 'channel':6, 'rssi':-91}
2022-07-01 13:11:20: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-47}
2022-07-01 13:11:22: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-40}
2022-07-01 13:11:24: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-41}
2022-07-01 13:11:25: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-49}
2022-07-01 13:11:27: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-34}
2022-07-01 13:11:29: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-43}
2022-07-01 13:11:31: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-49}
2022-07-01 13:11:33: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-43}
2022-07-01 13:11:35: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-44}
2022-07-01 13:11:37: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-32}
2022-07-01 13:11:38: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-33}
2022-07-01 13:11:40: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-33}
2022-07-01 13:11:42: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-34}
2022-07-01 13:11:44: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-34}
2022-07-01 13:11:46: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-42}
2022-07-01 13:11:48: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-30}
2022-07-01 13:11:50: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-38}
2022-07-01 13:11:51: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-42}
2022-07-01 13:11:53: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-52}
2022-07-01 13:11:55: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-46}
2022-07-01 13:11:57: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-44}
2022-07-01 13:11:59: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-44}
2022-07-01 13:12:01: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-40}
2022-07-01 13:12:03: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-36}
2022-07-01 13:12:04: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-38}
2022-07-01 13:12:06: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-44}
2022-07-01 13:12:10: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-50}
