Testing SD card write operations: 2022-07-01 13:02:44
2022-07-01 13:05:55: {'ssid':'P511', 'bssid':'d1b5e4da2cab787548e760d3934ca3e004d8936b31f85885e4c754ba', 'sec':3, 'channel':6, 'rssi':-90}
2022-07-01 13:05:55: {'ssid':'P514', 'bssid':'7df44ab5d01111befc0fac9661d7746adc4083104a563da24540849d', 'sec':4, 'channel':11, 'rssi':-92}
2022-07-01 13:05:57: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-57}
2022-07-01 13:05:57: {'ssid':'P514', 'bssid':'eafa3b98bed89ba9781763f10553e6ab40f66719e3332e13efb9ff28', 'sec':2, 'channel':11, 'rssi':-81}
2022-07-01 13:05:57: {'ssid':'P510', 'bssid':'844294664139a0433b715302187b0e2852156c630a3ca9cf72dcece5', 'sec':0, 'channel':11, 'rssi':-82}
2022-07-01 13:05:57: {'ssid':'P58', 'bssid':'5ae33609e96c16904b2c98881668abe80180495922c350ad03aa450c', 'sec':5, 'channel':11, 'rssi':-84}
2022-07-01 13:05:57: {'ssid':'P516', 'bssid':'88b90f63584fa2d1fc69754598ef39f3a88ceaa367cba4b5104035f0', 'sec':3, 'channel':5, 'rssi':-90}
2022-07-01 13:05:59: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-41}
2022-07-01 13:05:59: {'ssid':'P510', 'bssid':'844294664139a0433b715302187b0e2852156c630a3ca9cf72dcece5', 'sec':0, 'channel':11, 'rssi':-83}
2022-07-01 13:05:59: {'ssid':'P514', 'bssid':'eafa3b98bed89ba9781763f10553e6ab40f66719e3332e13efb9ff28', 'sec':2, 'channel':11, 'rssi':-84}
2022-07-01 13:05:59: {'ssid':'P58', 'bssid':'5ae33609e96c16904b2c98881668abe80180495922c350ad03aa450c', 'sec':5, 'channel':11, 'rssi':-84}
2022-07-01 13:05:59: {'ssid':'P516', 'bssid':'88b90f63584fa2d1fc69754598ef39f3a88ceaa367cba4b5104035f0', 'sec':3, 'channel':5, 'rssi':-93}
2022-07-01 13:06:01: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-46}
2022-07-01 13:06:01: {'ssid':'P516', 'bssid':'88b90f63584fa2d1fc69754598ef39f3a88ceaa367cba4b5104035f0', 'sec':3, 'channel':5, 'rssi':-91}
2022-07-01 13:06:03: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-54}
2022-07-01 13:06:03: {'ssid':'P510', 'bssid':'844294664139a0433b715302187b0e2852156c630a3ca9cf72dcece5', 'sec':0, 'channel':11, 'rssi':-85}
2022-07-01 13:06:04: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-49}
2022-07-01 13:06:04: {'ssid':'P511', 'bssid':'d1b5e4da2cab787548e760d3934ca3e004d8936b31f85885e4c754ba', 'sec':3, 'channel':6, 'rssi':-90}
2022-07-01 13:06:04: {'ssid':'P513', 'bssid':'a6218e1ab27cbbbbf277125439f5414ae0c7dddb5992f0ffd2bd0b58', 'sec':5, 'channel':1, 'rssi':-92}
2022-07-01 13:06:06: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-45}
2022-07-01 13:06:06: {'ssid':'P517', 'bssid':'a1e8ee082652111d305e5d7b82c746b3e9f3820ad410832763dd4001', 'sec':3, 'channel':1, 'rssi':-84}
2022-07-01 13:06:08: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-56}
2022-07-01 13:06:08: {'ssid':'P58', 'bssid':'5ae33609e96c16904b2c98881668abe80180495922c350ad03aa450c', 'sec':5, 'channel':11, 'rssi':-84}
2022-07-01 13:06:08: {'ssid':'P514', 'bssid':'eafa3b98bed89ba9781763f10553e6ab40f66719e3332e13efb9ff28', 'sec':2, 'channel':11, 'rssi':-85}
2022-07-01 13:06:08: {'ssid':'P510', 'bssid':'844294664139a0433b715302187b0e2852156c630a3ca9cf72dcece5', 'sec':0, 'channel':11, 'rssi':-85}
2022-07-01 13:06:10: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-50}
2022-07-01 13:06:12: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-44}
2022-07-01 13:06:14: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-59}
2022-07-01 13:06:16: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-50}
2022-07-01 13:06:16: {'ssid':'P510', 'bssid':'59aff246a46f50da3c68c45f34805e8b6e01d19c3b512b0e63340e7c', 'sec':0, 'channel':11, 'rssi':-95}
2022-07-01 13:06:16: {'ssid':'P58', 'bssid':'aeae7c8608b6420839cc0b44c054370db7359c55ebddc67f3b22a374', 'sec':5, 'channel':11, 'rssi':-96}
2022-07-01 13:06:16: {'ssid':'P518', 'bssid':'0010dd5f682f6ca08d89b9e34a6df611e365216291eb4ab56a5cd84a', 'sec':2, 'channel':11, 'rssi':-96}
2022-07-01 13:06:18: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-53}
2022-07-01 13:06:18: {'ssid':'P510', 'bssid':'59aff246a46f50da3c68c45f34805e8b6e01d19c3b512b0e63340e7c', 'sec':0, 'channel':11, 'rssi':-92}
2022-07-01 13:06:18: {'ssid':'P58', 'bssid':'aeae7c8608b6420839cc0b44c054370db7359c55ebddc67f3b22a374', 'sec':5, 'channel':11, 'rssi':-92}
2022-07-01 13:06:18: {'ssid':'P518', 'bssid':'0010dd5f682f6ca08d89b9e34a6df611e365216291eb4ab56a5cd84a', 'sec':2, 'channel':11, 'rssi':-93}
2022-07-01 13:06:20: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-41}
2022-07-01 13:06:20: {'ssid':'P519', 'bssid':'dbcfd345df6d74789ee6adb127993e5d2b8f645878f63c66a7c88f40', 'sec':4, 'channel':1, 'rssi':-92}
2022-07-01 13:06:20: {'ssid':'P520', 'bssid':'53f5fd9e2da488aaa9e23426c467fb1745d51bcade8a9b57b87e9d9b', 'sec':4, 'channel':6, 'rssi':-93}
2022-07-01 13:06:21: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-56}
2022-07-01 13:06:21: {'ssid':'P521', 'bssid':'c705cdf0d0a5597117be7540ba3226a8e7ca0990af86c70c5622f641', 'sec':3, 'channel':8, 'rssi':-86}
2022-07-01 13:06:23: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-49}
2022-07-01 13:06:23: {'ssid':'P520', 'bssid':'53f5fd9e2da488aaa9e23426c467fb1745d51bcade8a9b57b87e9d9b', 'sec':4, 'channel':6, 'rssi':-86}
2022-07-01 13:06:23: {'ssid':'P519', 'bssid':'dbcfd345df6d74789ee6adb127993e5d2b8f645878f63c66a7c88f40', 'sec':4, 'channel':1, 'rssi':-92}
2022-07-01 13:06:25: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-44}
2022-07-01 13:06:25: {'ssid':'P521', 'bssid':'c705cdf0d0a5597117be7540ba3226a8e7ca0990af86c70c5622f641', 'sec':3, 'channel':8, 'rssi':-88}
2022-07-01 13:06:25: {'ssid':'P519', 'bssid':'dbcfd345df6d74789ee6adb127993e5d2b8f645878f63c66a7c88f40', 'sec':4, 'channel':1, 'rssi':-89}
2022-07-01 13:06:27: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-41}
2022-07-01 13:06:27: {'ssid':'P520', 'bssid':'53f5fd9e2da488aaa9e23426c467fb1745d51bcade8a9b57b87e9d9b', 'sec':4, 'channel':6, 'rssi':-80}
2022-07-01 13:06:27: {'ssid':'P519', 'bssid':'dbcfd345df6d74789ee6adb127993e5d2b8f645878f63c66a7c88f40', 'sec':4, 'channel':1, 'rssi':-92}
2022-07-01 13:06:29: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-54}
2022-07-01 13:06:29: {'ssid':'P520', 'bssid':'53f5fd9e2da488aaa9e23426c467fb1745d51bcade8a9b57b87e9d9b', 'sec':4, 'channel':6, 'rssi':-75}
2022-07-01 13:06:29: {'ssid':'P521', 'bssid':'c705cdf0d0a5597117be7540ba3226a8e7ca0990af86c70c5622f641', 'sec':3, 'channel':8, 'rssi':-88}
2022-07-01 13:06:31: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-50}
2022-07-01 13:06:31: {'ssid':'P521', 'bssid':'c705cdf0d0a5597117be7540ba3226a8e7ca0990af86c70c5622f641', 'sec':3, 'channel':8, 'rssi':-83}
2022-07-01 13:06:31: {'ssid':'P519', 'bssid':'dbcfd345df6d74789ee6adb127993e5d2b8f645878f63c66a7c88f40', 'sec':4, 'channel':1, 'rssi':-94}
2022-07-01 13:06:31: {'ssid':'P522', 'bssid':'d602fba3fa7397e89da8915812f173a3a8d8dde5474cbae69b77b632', 'sec':3, 'channel':1, 'rssi':-95}
2022-07-01 13:06:33: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-41}
2022-07-01 13:06:33: {'ssid':'P521', 'bssid':'c705cdf0d0a5597117be7540ba3226a8e7ca0990af86c70c5622f641', 'sec':3, 'channel':8, 'rssi':-82}
2022-07-01 13:06:35: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-39}
2022-07-01 13:06:35: {'ssid':'P521', 'bssid':'c705cdf0d0a5597117be7540ba3226a8e7ca0990af86c70c5622f641', 'sec':3, 'channel':8, 'rssi':-81}
2022-07-01 13:06:35: {'ssid':'P519', 'bssid':'dbcfd345df6d74789ee6adb127993e5d2b8f645878f63c66a7c88f40', 'sec':4, 'channel':1, 'rssi':-84}
2022-07-01 13:06:37: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-49}
2022-07-01 13:06:37: {'ssid':'P521', 'bssid':'c705cdf0d0a5597117be7540ba3226a8e7ca0990af86c70c5622f641', 'sec':3, 'channel':8, 'rssi':-76}
2022-07-01 13:06:37: {'ssid':'P519', 'bssid':'dbcfd345df6d74789ee6adb127993e5d2b8f645878f63c66a7c88f40', 'sec':4, 'channel':1, 'rssi':-81}
2022-07-01 13:06:38: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-52}
2022-07-01 13:06:38: {'ssid':'P521', 'bssid':'c705cdf0d0a5597117be7540ba3226a8e7ca0990af86c70c5622f641', 'sec':3, 'channel':8, 'rssi':-87}
2022-07-01 13:06:38: {'ssid':'P510', 'bssid':'59aff246a46f50da3c68c45f34805e8b6e01d19c3b512b0e63340e7c', 'sec':0, 'channel':11, 'rssi':-87}
2022-07-01 13:06:38: {'ssid':'P518', 'bssid':'0010dd5f682f6ca08d89b9e34a6df611e365216291eb4ab56a5cd84a', 'sec':2, 'channel':11, 'rssi':-88}
2022-07-01 13:06:38: {'ssid':'P58', 'bssid':'aeae7c8608b6420839cc0b44c054370db7359c55ebddc67f3b22a374', 'sec':5, 'channel':11, 'rssi':-88}
2022-07-01 13:06:38: {'ssid':'P522', 'bssid':'d602fba3fa7397e89da8915812f173a3a8d8dde5474cbae69b77b632', 'sec':3, 'channel':1, 'rssi':-91}
2022-07-01 13:06:40: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-49}
2022-07-01 13:06:40: {'ssid':'P521', 'bssid':'c705cdf0d0a5597117be7540ba3226a8e7ca0990af86c70c5622f641', 'sec':3, 'channel':8, 'rssi':-84}
2022-07-01 13:06:40: {'ssid':'P519', 'bssid':'dbcfd345df6d74789ee6adb127993e5d2b8f645878f63c66a7c88f40', 'sec':4, 'channel':1, 'rssi':-92}
2022-07-01 13:06:40: {'ssid':'P523', 'bssid':'447d525c0779724a675a350ff104e1ca616cb571aef2072ca5c35a1a', 'sec':4, 'channel':11, 'rssi':-93}
2022-07-01 13:06:42: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-39}
2022-07-01 13:06:42: {'ssid':'P524', 'bssid':'ec7c84aff0c76ee1627d50a28f6549c13b5071f4b2c4cee60a6ad4bf', 'sec':4, 'channel':11, 'rssi':-87}
2022-07-01 13:06:42: {'ssid':'P521', 'bssid':'c705cdf0d0a5597117be7540ba3226a8e7ca0990af86c70c5622f641', 'sec':3, 'channel':8, 'rssi':-92}
2022-07-01 13:06:42: {'ssid':'P519', 'bssid':'dbcfd345df6d74789ee6adb127993e5d2b8f645878f63c66a7c88f40', 'sec':4, 'channel':1, 'rssi':-95}
2022-07-01 13:06:44: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-39}
2022-07-01 13:06:44: {'ssid':'P510', 'bssid':'59aff246a46f50da3c68c45f34805e8b6e01d19c3b512b0e63340e7c', 'sec':0, 'channel':11, 'rssi':-83}
2022-07-01 13:06:44: {'ssid':'P58', 'bssid':'aeae7c8608b6420839cc0b44c054370db7359c55ebddc67f3b22a374', 'sec':5, 'channel':11, 'rssi':-83}
2022-07-01 13:06:44: {'ssid':'P518', 'bssid':'0010dd5f682f6ca08d89b9e34a6df611e365216291eb4ab56a5cd84a', 'sec':2, 'channel':11, 'rssi':-84}
2022-07-01 13:06:44: {'ssid':'P519', 'bssid':'dbcfd345df6d74789ee6adb127993e5d2b8f645878f63c66a7c88f40', 'sec':4, 'channel':1, 'rssi':-91}
2022-07-01 13:06:46: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-51}
2022-07-01 13:06:46: {'ssid':'P524', 'bssid':'ec7c84aff0c76ee1627d50a28f6549c13b5071f4b2c4cee60a6ad4bf', 'sec':4, 'channel':11, 'rssi':-75}
2022-07-01 13:06:46: {'ssid':'P518', 'bssid':'0010dd5f682f6ca08d89b9e34a6df611e365216291eb4ab56a5cd84a', 'sec':2, 'channel':11, 'rssi':-86}
2022-07-01 13:06:46: {'ssid':'P510', 'bssid':'59aff246a46f50da3c68c45f34805e8b6e01d19c3b512b0e63340e7c', 'sec':0, 'channel':11, 'rssi':-86}
2022-07-01 13:06:46: {'ssid':'P58', 'bssid':'aeae7c8608b6420839cc0b44c054370db7359c55ebddc67f3b22a374', 'sec':5, 'channel':11, 'rssi':-86}
2022-07-01 13:06:46: {'ssid':'P525', 'bssid':'fd34fdf92eb88803d3309b165668b8be535989b016498940e378e625', 'sec':3, 'channel':6, 'rssi':-87}
2022-07-01 13:06:48: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-51}
2022-07-01 13:06:48: {'ssid':'P524', 'bssid':'ec7c84aff0c76ee1627d50a28f6549c13b5071f4b2c4cee60a6ad4bf', 'sec':4, 'channel':11, 'rssi':-78}
2022-07-01 13:06:48: {'ssid':'P526', 'bssid':'5494b55ad4b7b40fcd63088bf8498ce0d55992e765128f72bb93e813', 'sec':3, 'channel':6, 'rssi':-80}
2022-07-01 13:06:48: {'ssid':'P510', 'bssid':'59aff246a46f50da3c68c45f34805e8b6e01d19c3b512b0e63340e7c', 'sec':0, 'channel':11, 'rssi':-83}
2022-07-01 13:06:48: {'ssid':'P518', 'bssid':'0010dd5f682f6ca08d89b9e34a6df611e365216291eb4ab56a5cd84a', 'sec':2, 'channel':11, 'rssi':-83}
2022-07-01 13:06:48: {'ssid':'P58', 'bssid':'aeae7c8608b6420839cc0b44c054370db7359c55ebddc67f3b22a374', 'sec':5, 'channel':11, 'rssi':-83}
2022-07-01 13:06:48: {'ssid':'P525', 'bssid':'fd34fdf92eb88803d3309b165668b8be535989b016498940e378e625', 'sec':3, 'channel':6, 'rssi':-87}
2022-07-01 13:06:50: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-48}
2022-07-01 13:06:50: {'ssid':'P524', 'bssid':'ec7c84aff0c76ee1627d50a28f6549c13b5071f4b2c4cee60a6ad4bf', 'sec':4, 'channel':11, 'rssi':-72}
2022-07-01 13:06:50: {'ssid':'P526', 'bssid':'5494b55ad4b7b40fcd63088bf8498ce0d55992e765128f72bb93e813', 'sec':3, 'channel':6, 'rssi':-77}
2022-07-01 13:06:50: {'ssid':'P527', 'bssid':'b56e72fb8d03ad42a14eb8aa6fd5d3f6fceeacecbeb0a06103a27277', 'sec':0, 'channel':1, 'rssi':-93}
2022-07-01 13:06:52: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-37}
2022-07-01 13:06:52: {'ssid':'P526', 'bssid':'5494b55ad4b7b40fcd63088bf8498ce0d55992e765128f72bb93e813', 'sec':3, 'channel':6, 'rssi':-73}
2022-07-01 13:06:52: {'ssid':'P528', 'bssid':'4f667e1858e1bbb98cbf507eba6ca0c42c5e71e509ebce19cd30a6be', 'sec':0, 'channel':6, 'rssi':-82}
2022-07-01 13:06:52: {'ssid':'P529', 'bssid':'3beee1e5031936d607d2b26f6dcad8f32819ecae8e79ee8bb7561504', 'sec':4, 'channel':11, 'rssi':-86}
2022-07-01 13:06:52: {'ssid':'P525', 'bssid':'fd34fdf92eb88803d3309b165668b8be535989b016498940e378e625', 'sec':3, 'channel':6, 'rssi':-87}
2022-07-01 13:06:52: {'ssid':'P530', 'bssid':'d78fb289e0a75e9a8ed98a4d443107cfb89497a816e734e406da076a', 'sec':3, 'channel':11, 'rssi':-92}
2022-07-01 13:06:52: {'ssid':'P531', 'bssid':'278035dc0f702646649dff17a39fe544cab6a337dad1a7115124129b', 'sec':3, 'channel':6, 'rssi':-94}
2022-07-01 13:06:54: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-44}
2022-07-01 13:06:54: {'ssid':'P529', 'bssid':'3beee1e5031936d607d2b26f6dcad8f32819ecae8e79ee8bb7561504', 'sec':4, 'channel':11, 'rssi':-80}
2022-07-01 13:06:54: {'ssid':'P528', 'bssid':'4f667e1858e1bbb98cbf507eba6ca0c42c5e71e509ebce19cd30a6be', 'sec':0, 'channel':6, 'rssi':-81}
2022-07-01 13:06:54: {'ssid':'P524', 'bssid':'ec7c84aff0c76ee1627d50a28f6549c13b5071f4b2c4cee60a6ad4bf', 'sec':4, 'channel':11, 'rssi':-87}
2022-07-01 13:06:54: {'ssid':'P525', 'bssid':'fd34fdf92eb88803d3309b165668b8be535989b016498940e378e625', 'sec':3, 'channel':6, 'rssi':-88}
2022-07-01 13:06:54: {'ssid':'P526', 'bssid':'5494b55ad4b7b40fcd63088bf8498ce0d55992e765128f72bb93e813', 'sec':3, 'channel':6, 'rssi':-88}
2022-07-01 13:06:56: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-53}
2022-07-01 13:06:56: {'ssid':'P526', 'bssid':'5494b55ad4b7b40fcd63088bf8498ce0d55992e765128f72bb93e813', 'sec':3, 'channel':6, 'rssi':-87}
2022-07-01 13:06:58: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-48}
2022-07-01 13:06:58: {'ssid':'P528', 'bssid':'4f667e1858e1bbb98cbf507eba6ca0c42c5e71e509ebce19cd30a6be', 'sec':0, 'channel':6, 'rssi':-81}
2022-07-01 13:06:58: {'ssid':'P532', 'bssid':'9de98d4a080c356689912c35f7288e3de49f3d632201d9324b29c6be', 'sec':4, 'channel':6, 'rssi':-88}
2022-07-01 13:06:58: {'ssid':'P525', 'bssid':'fd34fdf92eb88803d3309b165668b8be535989b016498940e378e625', 'sec':3, 'channel':6, 'rssi':-89}
2022-07-01 13:07:00: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-54}
2022-07-01 13:07:00: {'ssid':'P528', 'bssid':'4f667e1858e1bbb98cbf507eba6ca0c42c5e71e509ebce19cd30a6be', 'sec':0, 'channel':6, 'rssi':-84}
2022-07-01 13:07:00: {'ssid':'P532', 'bssid':'9de98d4a080c356689912c35f7288e3de49f3d632201d9324b29c6be', 'sec':4, 'channel':6, 'rssi':-88}
2022-07-01 13:07:00: {'ssid':'P527', 'bssid':'b56e72fb8d03ad42a14eb8aa6fd5d3f6fceeacecbeb0a06103a27277', 'sec':0, 'channel':1, 'rssi':-91}
2022-07-01 13:07:02: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-48}
2022-07-01 13:07:02: {'ssid':'P533', 'bssid':'7ffdb57636bdc73e276088d2659846a92ad20ee43b3cfbc48e8f9479', 'sec':4, 'channel':6, 'rssi':-83}
2022-07-01 13:07:02: {'ssid':'P532', 'bssid':'9de98d4a080c356689912c35f7288e3de49f3d632201d9324b29c6be', 'sec':4, 'channel':6, 'rssi':-90}
2022-07-01 13:07:03: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-50}
2022-07-01 13:07:03: {'ssid':'P533', 'bssid':'7ffdb57636bdc73e276088d2659846a92ad20ee43b3cfbc48e8f9479', 'sec':4, 'channel':6, 'rssi':-85}
2022-07-01 13:07:03: {'ssid':'P534', 'bssid':'82a5f91907d9a86a774236e38fd8e7d08a6f06cbf4d8e5608e90b1e6', 'sec':3, 'channel':11, 'rssi':-91}
2022-07-01 13:07:05: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-39}
2022-07-01 13:07:05: {'ssid':'P533', 'bssid':'7ffdb57636bdc73e276088d2659846a92ad20ee43b3cfbc48e8f9479', 'sec':4, 'channel':6, 'rssi':-81}
2022-07-01 13:07:05: {'ssid':'P535', 'bssid':'b3466de40515235beea9f2d2a0cc47914d1ad8840b641dbc33cb24e8', 'sec':4, 'channel':11, 'rssi':-81}
2022-07-01 13:07:05: {'ssid':'P534', 'bssid':'82a5f91907d9a86a774236e38fd8e7d08a6f06cbf4d8e5608e90b1e6', 'sec':3, 'channel':11, 'rssi':-83}
2022-07-01 13:07:05: {'ssid':'P527', 'bssid':'b56e72fb8d03ad42a14eb8aa6fd5d3f6fceeacecbeb0a06103a27277', 'sec':0, 'channel':1, 'rssi':-85}
2022-07-01 13:07:05: {'ssid':'P532', 'bssid':'9de98d4a080c356689912c35f7288e3de49f3d632201d9324b29c6be', 'sec':4, 'channel':6, 'rssi':-96}
2022-07-01 13:07:05: {'ssid':'P510', 'bssid':'59aff246a46f50da3c68c45f34805e8b6e01d19c3b512b0e63340e7c', 'sec':0, 'channel':11, 'rssi':-96}
2022-07-01 13:07:07: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-38}
2022-07-01 13:07:07: {'ssid':'P534', 'bssid':'82a5f91907d9a86a774236e38fd8e7d08a6f06cbf4d8e5608e90b1e6', 'sec':3, 'channel':11, 'rssi':-84}
2022-07-01 13:07:07: {'ssid':'P536', 'bssid':'77b31425a345461f69a9a360e162d08f1464ffc7c0488cc8f28ee730', 'sec':3, 'channel':6, 'rssi':-85}
2022-07-01 13:07:07: {'ssid':'P537', 'bssid':'80ad26b77ae84f9f4d2f8131b0fca9b48b3442b0cd4716bbe0decbf5', 'sec':4, 'channel':6, 'rssi':-88}
2022-07-01 13:07:07: {'ssid':'P538', 'bssid':'fd6eccb9fcfb9839309e0908b2cc75cbb0909c5dd595666856d01e5c', 'sec':4, 'channel':6, 'rssi':-95}
2022-07-01 13:07:09: {'ssid':'P50', 'bssid':'1dcab9b5e405cd7fb70026163b382b184ccc9fe52fcf5885385d6443', 'sec':3, 'channel':6, 'rssi':-49}
2022-07-01 13:07:09: {'ssid':'P535', 'bssid':'b3466de40515235beea9f2d2a0cc47914d1ad8840b641dbc33cb24e8', 'sec':4, 'channel':11, 'rssi':-76}
2022-07-01 13:07:09: {'ssid':'P534', 'bssid':'82a5f91907d9a86a774236e38fd8e7d08a6f06cbf4d8e5608e90b1e6', 'sec':3, 'channel':11, 'rssi':-81}
2022-07-01 13:07:09: {'ssid':'P536', 'bssid':'77b31425a345461f69a9a360e162d08f1464ffc7c0488cc8f28ee730', 'sec':3, 'channel':6, 'rssi':-82}
2022-07-01 13:07:09: {'ssid':'P537', 'bssid':'80ad26b77ae84f9f4d2f8131b0fca9b48b3442b0cd4716bbe0decbf5', 'sec':4, 'channel':6, 'rssi':-82}
2022-07-01 13:07:09: {'ssid':'P527', 'bssid':'b56e72fb8d03ad42a14eb8aa6fd5d3f6fceeacecbeb0a06103a27277', 'sec':0, 'channel':1, 'rssi':-86}
2022-07-01 13:07:11: {'ssid':'P535', 'bssid':'b3466de40515235beea9f2d2a0cc47914d1ad8840b641dbc33cb24e8', 'sec':4, 'channel':11, 'rssi':-72}
2022-07-01 13:07:11: {'ssid':'P536', 'bssid':'77b31425a345461f69a9a360e162d08f1464ffc7c0488cc8f28ee730', 'sec':3, 'channel':6, 'rssi':-79}
2022-07-01 13:07:11: {'ssid':'P538', 'bssid':'fd6eccb9fcfb9839309e0908b2cc75cbb0909c5dd595666856d01e5c', 'sec':4, 'channel':6, 'rssi':-80}
2022-07-01 13:07:11: {'ssid':'P537', 'bssid':'80ad26b77ae84f9f4d2f8131b0fca9b48b3442b0cd4716bbe0decbf5', 'sec':4, 'channel':6, 'rssi':-83}
