Testing SD card write operations: 2022-05-21 10:26:43
2022-05-21 11:42:57: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'523e16d3a888', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 24, 'adv_tx_pwr': 3}
2022-05-21 11:42:58: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'6bc778763d62', 'rssi': -68, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 24, 'adv_tx_pwr': 3}
2022-05-21 11:42:59: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'63ab61e4b5e4', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 6, 'adv_tx_pwr': 3}
2022-05-21 11:43:00: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'6fc3391a4ea9', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-21 11:43:01: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'eb91d60b42a9', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:43:01: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'7ae10a926e25', 'rssi': -65, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-21 11:43:02: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'4da031e8b464', 'rssi': -74, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 24, 'adv_tx_pwr': 3}
2022-05-21 11:43:03: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'cfb966c381fd', 'rssi': -92, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:43:04: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'e0efa5a36829', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:43:05: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'ecf57481f204', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:43:05: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'4c27ec867ef5', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 11:43:06: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'c7a51fa2ee13', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:43:07: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'4225161251f9', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-21 11:43:08: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'417e230af470', 'rssi': -93, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-21 11:43:09: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'6bc778763d62', 'rssi': -68, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 24, 'adv_tx_pwr': 3}
2022-05-21 11:43:09: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'46a13f007a4b', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-21 11:43:10: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'6bc778763d62', 'rssi': -71, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 24, 'adv_tx_pwr': 3}
2022-05-21 11:43:11: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'cfb966c381fd', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:43:12: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'7f4ed3456728', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-21 11:43:13: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'51ffc672d2d8', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:43:13: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'4da031e8b464', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 24, 'adv_tx_pwr': 3}
2022-05-21 11:43:14: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'd65d78e5da49', 'rssi': -97, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:43:15: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'51ffc672d2d8', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:43:16: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'5c0f8c6dffe8', 'rssi': -92, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-21 11:43:16: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'77fc3b9b5c44', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 11:43:17: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'6bc778763d62', 'rssi': -65, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 24, 'adv_tx_pwr': 3}
2022-05-21 11:43:18: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'63ab61e4b5e4', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 6, 'adv_tx_pwr': 3}
2022-05-21 11:43:19: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'4da031e8b464', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 24, 'adv_tx_pwr': 3}
2022-05-21 11:43:20: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'7ae10a926e25', 'rssi': -50, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-21 11:43:21: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'77fc3b9b5c44', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 11:43:21: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'c944977dc3f5', 'rssi': -71, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:43:22: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'7ae10a926e25', 'rssi': -48, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-21 11:43:23: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'5150a9a1e21d', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 11:43:24: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'642e187d841c', 'rssi': -93, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 11:43:25: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'6bc778763d62', 'rssi': -55, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 24, 'adv_tx_pwr': 3}
2022-05-21 11:43:25: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'63335316dbbd', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-21 11:43:26: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'7cf93b8c2b86', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-21 11:43:27: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'6a9e6c4008cd', 'rssi': -74, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-21 11:43:28: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'7785c00d98cb', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:43:28: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'7f4ed3456728', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-21 11:43:29: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'c03156ac6df6', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:43:30: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'7785c00d98cb', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:43:31: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'51ffc672d2d8', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:43:32: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'4225161251f9', 'rssi': -74, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-21 11:43:32: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'6a9e6c4008cd', 'rssi': -74, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-21 11:43:33: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'584cd370f599', 'rssi': -60, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 11:43:34: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'cdc50646c918', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:43:35: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'5150a9a1e21d', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 11:43:36: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'51ffc672d2d8', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:43:36: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'c7a51fa2ee13', 'rssi': -92, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:43:37: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'781e319edcf5', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-21 11:43:38: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'5c0f8c6dffe8', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-21 11:43:39: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'fb9a004a11d0', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:43:40: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'6bc778763d62', 'rssi': -46, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 24, 'adv_tx_pwr': 3}
2022-05-21 11:43:40: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'cb02e2ee0b76', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:43:41: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'584cd370f599', 'rssi': -53, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 11:43:42: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'4fb4a7e2cbdf', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-21 11:43:43: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'51ffc672d2d8', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:43:44: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'5a315364f223', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-21 11:43:44: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'45eeaddd9d4d', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 11:43:45: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'fc62cef403bc', 'rssi': -94, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:43:46: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'6bc778763d62', 'rssi': -55, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 24, 'adv_tx_pwr': 3}
2022-05-21 11:43:47: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'7f4ed3456728', 'rssi': -70, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-21 11:43:48: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'584cd370f599', 'rssi': -63, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 11:43:48: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'c4bef079a72f', 'rssi': -92, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:43:49: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'fc62cef403bc', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:43:50: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'5150a9a1e21d', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 11:43:51: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'6bc778763d62', 'rssi': -61, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 24, 'adv_tx_pwr': 3}
2022-05-21 11:43:52: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'ffada7a61034', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:43:52: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'642e187d841c', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 11:43:53: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'fc62cef403bc', 'rssi': -93, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:43:54: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'6bc778763d62', 'rssi': -53, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 24, 'adv_tx_pwr': 3}
2022-05-21 11:43:55: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'6bc778763d62', 'rssi': -55, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 24, 'adv_tx_pwr': 3}
2022-05-21 11:43:56: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'6fc3391a4ea9', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-21 11:43:56: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'584cd370f599', 'rssi': -52, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 11:43:57: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'4fe2d090eddd', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 24, 'adv_tx_pwr': 3}
2022-05-21 11:43:58: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'7f4ed3456728', 'rssi': -74, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-21 11:43:59: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'57bd0fa8a5e8', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-21 11:43:59: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'4da031e8b464', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 24, 'adv_tx_pwr': 3}
2022-05-21 11:44:00: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'eb91d60b42a9', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:44:01: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'f82e462408b7', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:44:02: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'5c0f8c6dffe8', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-21 11:44:03: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'729dde454f59', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 26, 'adv_tx_pwr': 3}
2022-05-21 11:44:04: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': b'c944977dc3f5', 'rssi': -65, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:44:04: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'4da031e8b464', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 24, 'adv_tx_pwr': 3}
2022-05-21 11:44:05: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'4da031e8b464', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 24, 'adv_tx_pwr': 3}
2022-05-21 11:44:06: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'57bd0fa8a5e8', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-21 11:44:07: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'7df3cd936711', 'rssi': -96, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 11:44:08: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'4225161251f9', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-21 11:44:08: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'4da031e8b464', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 24, 'adv_tx_pwr': 3}
2022-05-21 11:44:09: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'4a7dcebd58a5', 'rssi': -94, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:44:10: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'4a7dcebd58a5', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-05-21 11:44:11: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'4da031e8b464', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 24, 'adv_tx_pwr': 3}
2022-05-21 11:44:12: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'6e055fcabebc', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-21 11:44:12: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'6e055fcabebc', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-21 11:44:13: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'5150a9a1e21d', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 11:44:14: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'63ab61e4b5e4', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 6, 'adv_tx_pwr': 3}
2022-05-21 11:44:15: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'5150a9a1e21d', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 11:44:16: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'57bd0fa8a5e8', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-21 11:44:16: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'7cf93b8c2b86', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-21 11:44:17: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'75d8f5a302a2', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 11:44:18: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'584cd370f599', 'rssi': -66, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 11:44:19: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'4225161251f9', 'rssi': -70, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-05-21 11:44:19: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'7df3cd936711', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 11:44:20: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'729dde454f59', 'rssi': -92, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 26, 'adv_tx_pwr': 3}
2022-05-21 11:44:21: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'5150a9a1e21d', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 11:44:22: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'57bd0fa8a5e8', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-21 11:44:23: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'6bc778763d62', 'rssi': -51, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 24, 'adv_tx_pwr': 3}
2022-05-21 11:44:23: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'4c27ec867ef5', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 11:44:24: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'49a2208bec0f', 'rssi': -96, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-05-21 11:44:25: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'720cbf974b7a', 'rssi': -95, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-05-21 11:44:26: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': b'584cd370f599', 'rssi': -62, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
