Testing SD card write operations: 2022-06-25 14:23:00
2022-06-25 14:41:24: {'ssid':'Livebox-4AC0', 'bssid':b'4kF$J\xc0', 'sec':3, 'channel':6, 'rssi':-88}
2022-06-25 14:41:24: {'ssid':'Freebox-Toto_EXT', 'bssid':b'\x086\xc9\x05\xdc|', 'sec':3, 'channel':1, 'rssi':-89}
2022-06-25 14:41:26: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-20}
2022-06-25 14:41:26: {'ssid':'FreeWifi_secure', 'bssid':b'\x14\x0cv\xaf!}', 'sec':5, 'channel':11, 'rssi':-65}
2022-06-25 14:41:26: {'ssid':'Freebox-Toto_EXT', 'bssid':b'\x086\xc9\x05\xdc|', 'sec':3, 'channel':1, 'rssi':-87}
2022-06-25 14:41:26: {'ssid':'Livebox-5448', 'bssid':b'\xac\x84\xc9\x13TH', 'sec':3, 'channel':6, 'rssi':-88}
2022-06-25 14:41:27: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-19}
2022-06-25 14:41:27: {'ssid':'SFR-8578', 'bssid':b'xeYf\x85~', 'sec':4, 'channel':1, 'rssi':-92}
2022-06-25 14:41:29: {'ssid':'Bbox-780061AD', 'bssid':b'\xe8\xd2\xffje0', 'sec':4, 'channel':6, 'rssi':-92}
2022-06-25 14:41:31: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-20}
2022-06-25 14:41:33: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-20}
2022-06-25 14:41:35: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-21}
2022-06-25 14:41:35: {'ssid':'Livebox-7370', 'bssid':b',\x08#g3\xe2', 'sec':3, 'channel':11, 'rssi':-96}
2022-06-25 14:41:37: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-17}
2022-06-25 14:41:37: {'ssid':'Livebox-7370', 'bssid':b',\x08#g3\xe2', 'sec':3, 'channel':11, 'rssi':-75}
2022-06-25 14:41:39: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-21}
2022-06-25 14:41:39: {'ssid':'SFR WiFi Mobile', 'bssid':b'ba\xf42\x175', 'sec':5, 'channel':11, 'rssi':-79}
2022-06-25 14:41:39: {'ssid':'SFR_1730', 'bssid':b'la\xf42\x176', 'sec':4, 'channel':11, 'rssi':-79}
2022-06-25 14:41:39: {'ssid':'SFR WiFi FON', 'bssid':b'ba\xf42\x177', 'sec':0, 'channel':11, 'rssi':-79}
2022-06-25 14:41:40: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-17}
2022-06-25 14:41:40: {'ssid':'ORBI21', 'bssid':b'~\xd2\x94V\x9du', 'sec':3, 'channel':3, 'rssi':-81}
2022-06-25 14:41:40: {'ssid':'SFR_81FF', 'bssid':b'X\xfc p\x82\x00', 'sec':4, 'channel':6, 'rssi':-81}
2022-06-25 14:41:40: {'ssid':'NETGEAR79', 'bssid':b'<7\x86W\x07\xb0', 'sec':3, 'channel':3, 'rssi':-88}
2022-06-25 14:41:40: {'ssid':'internetjardinzbouig', 'bssid':b'\x90\x9aJ\x92\xbcT', 'sec':4, 'channel':11, 'rssi':-97}
2022-06-25 14:41:42: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-17}
2022-06-25 14:41:42: {'ssid':'SFR_81FF', 'bssid':b'X\xfc p\x82\x00', 'sec':4, 'channel':6, 'rssi':-84}
2022-06-25 14:41:42: {'ssid':'SFR_69CF', 'bssid':b'X\xfc Xi\xd0', 'sec':4, 'channel':1, 'rssi':-85}
2022-06-25 14:41:42: {'ssid':'internetjardinzbouig', 'bssid':b'\x90\x9aJ\x92\xbcT', 'sec':4, 'channel':11, 'rssi':-93}
2022-06-25 14:41:44: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-27}
2022-06-25 14:41:44: {'ssid':'SFR WiFi Mobile', 'bssid':b'r-\x1b\x8aJ:', 'sec':5, 'channel':1, 'rssi':-77}
2022-06-25 14:41:44: {'ssid':'SFR_4A38', 'bssid':b'\xcc-\x1b\x8aJ>', 'sec':4, 'channel':1, 'rssi':-78}
2022-06-25 14:41:44: {'ssid':'SFR WiFi FON', 'bssid':b'r-\x1b\x8aJ?', 'sec':0, 'channel':1, 'rssi':-78}
2022-06-25 14:41:44: {'ssid':'Wifi_Mamym', 'bssid':b'p\xfc\x8f\x9f\xd2\xeb', 'sec':4, 'channel':5, 'rssi':-89}
2022-06-25 14:41:46: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-21}
2022-06-25 14:41:46: {'ssid':'devolo-f4068d76a055', 'bssid':b'\xf4\x06\x8dv\xa0U', 'sec':3, 'channel':6, 'rssi':-92}
2022-06-25 14:41:46: {'ssid':'devolo-f4068d2f4acb', 'bssid':b'\xf4\x06\x8d/J\xcb', 'sec':3, 'channel':11, 'rssi':-93}
2022-06-25 14:41:48: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-17}
2022-06-25 14:41:48: {'ssid':'SFR_4A38', 'bssid':b'`5\xc09J>', 'sec':4, 'channel':6, 'rssi':-74}
2022-06-25 14:41:48: {'ssid':'DIRECT-epson-026d-0-001', 'bssid':b'\xe2\xbb\x9eY\xb5p', 'sec':3, 'channel':6, 'rssi':-83}
2022-06-25 14:41:48: {'ssid':'DrayTek', 'bssid':b'\x00\x1d\xaa\xdaU\xb8', 'sec':3, 'channel':6, 'rssi':-92}
2022-06-25 14:41:50: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-26}
2022-06-25 14:41:50: {'ssid':'MMM_2.0', 'bssid':b'\xe4\xc3*/\xec\xbe', 'sec':3, 'channel':4, 'rssi':-71}
2022-06-25 14:41:50: {'ssid':'SFR-1e35', 'bssid':b'$\xec\x99\x02^\xee', 'sec':4, 'channel':1, 'rssi':-79}
2022-06-25 14:41:52: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-20}
2022-06-25 14:41:52: {'ssid':'SFR-504a', 'bssid':b'\x007\xb7NPP', 'sec':4, 'channel':1, 'rssi':-83}
2022-06-25 14:41:52: {'ssid':'MMM_2.0', 'bssid':b'\xe4\xc3*/\xec\xbe', 'sec':3, 'channel':4, 'rssi':-90}
2022-06-25 14:41:52: {'ssid':'SFR-1690', 'bssid':b'\xa09\xee\x90\x16\x96', 'sec':4, 'channel':1, 'rssi':-91}
2022-06-25 14:41:54: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-20}
2022-06-25 14:41:54: {'ssid':'SFR_FD88', 'bssid':b'\xcc-\x1bd\xfd\x8e', 'sec':4, 'channel':6, 'rssi':-87}
2022-06-25 14:41:54: {'ssid':'SFR WiFi Mobile', 'bssid':b'j-\x1bd\xfd\x8d', 'sec':5, 'channel':6, 'rssi':-89}
2022-06-25 14:41:54: {'ssid':'devolo-988', 'bssid':b'\xb8\xbe\xf4\x03\x0e\x10', 'sec':3, 'channel':1, 'rssi':-91}
2022-06-25 14:41:54: {'ssid':'SFR WiFi FON', 'bssid':b'j-\x1bd\xfd\x8f', 'sec':0, 'channel':6, 'rssi':-91}
2022-06-25 14:41:56: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-17}
2022-06-25 14:41:56: {'ssid':'Bbox-36DEF918', 'bssid':b'H}R\xd4\xae&', 'sec':3, 'channel':6, 'rssi':-81}
2022-06-25 14:41:58: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-20}
2022-06-25 14:41:58: {'ssid':'XXXX-8cb8', 'bssid':b'\xd8\xd7u\x87\x8c\xbe', 'sec':4, 'channel':1, 'rssi':-81}
2022-06-25 14:41:58: {'ssid':'SFR_B9EF_EXT', 'bssid':b',03\x9e\xa1\xf7', 'sec':4, 'channel':1, 'rssi':-94}
2022-06-25 14:42:00: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-20}
2022-06-25 14:42:00: {'ssid':'SFR_B9EF', 'bssid':b'\xcc\x19\xa8r\xb9\xf0', 'sec':4, 'channel':1, 'rssi':-80}
2022-06-25 14:42:00: {'ssid':'Livebox-6C26', 'bssid':b'\xa4>Q\xcel&', 'sec':3, 'channel':1, 'rssi':-88}
2022-06-25 14:42:00: {'ssid':'DIRECT-21-HP ENVY Photo 6200', 'bssid':b'\xfa\xb4j\xc4q!', 'sec':3, 'channel':11, 'rssi':-89}
2022-06-25 14:42:00: {'ssid':'SFR_B9EF_EXT', 'bssid':b',03\x9e\xa1\xf7', 'sec':4, 'channel':1, 'rssi':-93}
2022-06-25 14:42:00: {'ssid':'FreeWifi_secure', 'bssid':b'\xe4\x9e\x12\x1c\x7fg', 'sec':5, 'channel':6, 'rssi':-95}
2022-06-25 14:42:00: {'ssid':'Freebox-642860_EXT', 'bssid':b'\xd8\x07\xb6\xdfX\x1a', 'sec':3, 'channel':11, 'rssi':-96}
2022-06-25 14:42:00: {'ssid':'grapefruit', 'bssid':b'\xf4\xca\xe5\xd6\x1c\x90', 'sec':3, 'channel':11, 'rssi':-97}
2022-06-25 14:42:02: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-20}
2022-06-25 14:42:02: {'ssid':'grapefruit', 'bssid':b'\xf4\xca\xe5\xd6\x1c\x90', 'sec':3, 'channel':11, 'rssi':-77}
2022-06-25 14:42:02: {'ssid':'FreeWifi_secure', 'bssid':b'\xf4\xca\xe5\xd6\x1c\x92', 'sec':5, 'channel':11, 'rssi':-77}
2022-06-25 14:42:02: {'ssid':'Livebox-22A2', 'bssid':b'\xacVw\xf6"\xa2', 'sec':4, 'channel':6, 'rssi':-93}
2022-06-25 14:42:03: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-26}
2022-06-25 14:42:03: {'ssid':'Livebox-6EE0', 'bssid':b'\xf4k\xef\xe9n\xe0', 'sec':3, 'channel':1, 'rssi':-91}
2022-06-25 14:42:03: {'ssid':'Livebox-22A2', 'bssid':b'\xacVw\xf6"\xa2', 'sec':4, 'channel':6, 'rssi':-92}
2022-06-25 14:42:05: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-17}
2022-06-25 14:42:05: {'ssid':'FreeWifi_secure', 'bssid':b'p\xfc\x8f85\xde', 'sec':5, 'channel':11, 'rssi':-91}
2022-06-25 14:42:07: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-20}
2022-06-25 14:42:07: {'ssid':'SFR_19B0', 'bssid':b'\xe4]Q\xb0\x19\xb6', 'sec':4, 'channel':6, 'rssi':-82}
2022-06-25 14:42:07: {'ssid':'SFR WiFi Mobile', 'bssid':b'r]Q\xb0\x19\xb5', 'sec':5, 'channel':6, 'rssi':-83}
2022-06-25 14:42:07: {'ssid':'SFR WiFi FON', 'bssid':b'r]Q\xb0\x19\xb7', 'sec':0, 'channel':6, 'rssi':-83}
2022-06-25 14:42:09: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-19}
2022-06-25 14:42:11: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-17}
2022-06-25 14:42:13: {'ssid':'SFR WiFi Mobile', 'bssid':b'\x82~\xcbs\xbf\xf7', 'sec':5, 'channel':1, 'rssi':-95}
2022-06-25 14:42:15: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-17}
2022-06-25 14:42:15: {'ssid':'FreeWifi_secure', 'bssid':b'\xf4\xca\xe5\x8d%\xfe', 'sec':5, 'channel':2, 'rssi':-93}
2022-06-25 14:42:17: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-20}
2022-06-25 14:42:17: {'ssid':'GUEST-PARTNER', 'bssid':b"$b\xce'W#", 'sec':5, 'channel':11, 'rssi':-95}
2022-06-25 14:42:17: {'ssid':'Carrefour Wi-Fi Gratuit', 'bssid':b"$b\xce'W%", 'sec':0, 'channel':11, 'rssi':-95}
2022-06-25 14:42:18: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-20}
2022-06-25 14:42:20: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-24}
2022-06-25 14:42:22: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-20}
2022-06-25 14:42:22: {'ssid':'My VW 4386', 'bssid':b'J\xebbX\xa2\x13', 'sec':3, 'channel':6, 'rssi':-83}
2022-06-25 14:42:24: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-18}
2022-06-25 14:42:24: {'ssid':'Invites_Mairie', 'bssid':b'\xe0\x10\x7f\xd7\x84h', 'sec':4, 'channel':4, 'rssi':-91}
2022-06-25 14:42:24: {'ssid':'tablette', 'bssid':b'\xe0\x10\x7fW\x84h', 'sec':4, 'channel':4, 'rssi':-92}
2022-06-25 14:42:24: {'ssid':'Police', 'bssid':b'\xe0\x10\x7f\x17\x84i', 'sec':0, 'channel':4, 'rssi':-92}
2022-06-25 14:42:26: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-21}
2022-06-25 14:42:26: {'ssid':'Bbox-601A6293', 'bssid':b'{\x9e\xfc\xda\xba\xf0', 'sec':4, 'channel':1, 'rssi':-84}
2022-06-25 14:42:26: {'ssid':'FREEBOX_BLANDINE_VJ', 'bssid':b'\xf4\xca\xe5\xc4P\xb4', 'sec':4, 'channel':7, 'rssi':-84}
2022-06-25 14:42:26: {'ssid':'Bbox-30C03F26', 'bssid':b' \x9a}\x86\xc9\x06', 'sec':3, 'channel':1, 'rssi':-92}
2022-06-25 14:42:28: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-20}
2022-06-25 14:42:28: {'ssid':'Invite', 'bssid':b'\xe0\x10\x7f\x17\x84h', 'sec':0, 'channel':4, 'rssi':-86}
2022-06-25 14:42:28: {'ssid':'Invites_Mairie', 'bssid':b'\xe0\x10\x7f\xd7\x84h', 'sec':4, 'channel':4, 'rssi':-87}
2022-06-25 14:42:28: {'ssid':'Police', 'bssid':b'\xe0\x10\x7f\x17\x84i', 'sec':0, 'channel':4, 'rssi':-87}
2022-06-25 14:42:28: {'ssid':'tablette', 'bssid':b'\xe0\x10\x7fW\x84h', 'sec':4, 'channel':4, 'rssi':-88}
2022-06-25 14:42:28: {'ssid':'villedehem', 'bssid':b'\xe0\x10\x7f\x97\x84h', 'sec':5, 'channel':4, 'rssi':-88}
2022-06-25 14:42:28: {'ssid':'HDV_Hem', 'bssid':b'\xe0\x10\x7f\x97\x84i', 'sec':4, 'channel':4, 'rssi':-88}
2022-06-25 14:42:28: {'ssid':'Elus', 'bssid':b'\xe0\x10\x7fW\x84i', 'sec':0, 'channel':4, 'rssi':-88}
2022-06-25 14:42:30: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-20}
2022-06-25 14:42:30: {'ssid':'Livebox-E91A', 'bssid':b'\x10\x06E\xcb6h', 'sec':3, 'channel':1, 'rssi':-81}
2022-06-25 14:42:30: {'ssid':'Police', 'bssid':b'\xc8\x08s01\x89', 'sec':0, 'channel':4, 'rssi':-83}
2022-06-25 14:42:30: {'ssid':'villedehem', 'bssid':b'\xc8\x08s\xb01\x88', 'sec':5, 'channel':4, 'rssi':-84}
2022-06-25 14:42:30: {'ssid':'Invites_Mairie', 'bssid':b'\xc8\x08s\xf01\x88', 'sec':4, 'channel':4, 'rssi':-84}
2022-06-25 14:42:30: {'ssid':'tablette', 'bssid':b'\xc8\x08sp1\x88', 'sec':4, 'channel':4, 'rssi':-85}
2022-06-25 14:42:30: {'ssid':'HDV_Hem', 'bssid':b'\xc8\x08s\xb01\x89', 'sec':4, 'channel':4, 'rssi':-85}
2022-06-25 14:42:30: {'ssid':'Invite', 'bssid':b'\xc8\x08s01\x88', 'sec':0, 'channel':4, 'rssi':-86}
2022-06-25 14:42:30: {'ssid':'Elus', 'bssid':b'\xc8\x08sp1\x89', 'sec':0, 'channel':4, 'rssi':-86}
2022-06-25 14:42:32: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-20}
2022-06-25 14:42:32: {'ssid':'tablette', 'bssid':b'\xc8\x08sp1\x88', 'sec':4, 'channel':4, 'rssi':-80}
2022-06-25 14:42:32: {'ssid':'Invite', 'bssid':b'\xc8\x08s01\x88', 'sec':0, 'channel':4, 'rssi':-81}
2022-06-25 14:42:32: {'ssid':'villedehem', 'bssid':b'\xc8\x08s\xb01\x88', 'sec':5, 'channel':4, 'rssi':-81}
2022-06-25 14:42:32: {'ssid':'Invites_Mairie', 'bssid':b'\xc8\x08s\xf01\x88', 'sec':4, 'channel':4, 'rssi':-81}
2022-06-25 14:42:32: {'ssid':'Police', 'bssid':b'\xc8\x08s01\x89', 'sec':0, 'channel':4, 'rssi':-83}
2022-06-25 14:42:32: {'ssid':'Elus', 'bssid':b'\xc8\x08sp1\x89', 'sec':0, 'channel':4, 'rssi':-83}
2022-06-25 14:42:32: {'ssid':'HDV_Hem', 'bssid':b'\xc8\x08s\xb01\x89', 'sec':4, 'channel':4, 'rssi':-83}
2022-06-25 14:42:32: {'ssid':'villedehem', 'bssid':b'\xc8\x08s\xb75H', 'sec':5, 'channel':8, 'rssi':-89}
2022-06-25 14:42:32: {'ssid':'Invites_Mairie', 'bssid':b'\xc8\x08s\xf75H', 'sec':4, 'channel':8, 'rssi':-89}
2022-06-25 14:42:32: {'ssid':'Invite', 'bssid':b'\xc8\x08s75H', 'sec':0, 'channel':8, 'rssi':-90}
2022-06-25 14:42:32: {'ssid':'tablette', 'bssid':b'\xc8\x08sw5H', 'sec':4, 'channel':8, 'rssi':-90}
2022-06-25 14:42:32: {'ssid':'Livebox-E91A', 'bssid':b'\x10\x06E\xcb6h', 'sec':3, 'channel':1, 'rssi':-91}
2022-06-25 14:42:34: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-21}
2022-06-25 14:42:34: {'ssid':'Freebox-40F1B5', 'bssid':b'\xe4\x9e\x12\xca\xdb\x98', 'sec':3, 'channel':6, 'rssi':-73}
2022-06-25 14:42:36: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-20}
2022-06-25 14:42:38: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-18}
2022-06-25 14:42:38: {'ssid':'WMUTESTOBS', 'bssid':b'\x00]s\x8b\xb8\x02', 'sec':3, 'channel':1, 'rssi':-85}
2022-06-25 14:42:38: {'ssid':'WMUTESTOBS', 'bssid':b'xr]\x16b\xa2', 'sec':3, 'channel':6, 'rssi':-90}
2022-06-25 14:42:38: {'ssid':'Livebox-401C', 'bssid':b'\xb8&l\xbb@\x1c', 'sec':4, 'channel':1, 'rssi':-94}
2022-06-25 14:42:40: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-27}
2022-06-25 14:42:40: {'ssid':'WMUTESTOBS', 'bssid':b'xr]\x16b\xa2', 'sec':3, 'channel':6, 'rssi':-83}
2022-06-25 14:42:40: {'ssid':'Livebox-401C', 'bssid':b'\xb8&l\xbb@\x1c', 'sec':4, 'channel':1, 'rssi':-91}
2022-06-25 14:42:41: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-18}
2022-06-25 14:42:41: {'ssid':'Bbox-B0529F93-Invite', 'bssid':b'\x86\x1e\xa3\xb8\x80\xe7', 'sec':4, 'channel':6, 'rssi':-80}
2022-06-25 14:42:41: {'ssid':'Bbox-B0529F93', 'bssid':b'\x84\x1e\xa3\xb8\x80\xe6', 'sec':4, 'channel':6, 'rssi':-82}
2022-06-25 14:42:41: {'ssid':'Livebox-95D0', 'bssid':b'0\x93\xbc\x04\x95\xd0', 'sec':3, 'channel':1, 'rssi':-83}
2022-06-25 14:42:41: {'ssid':'WMUTESTOBS', 'bssid':b'xr]\x16b\xa2', 'sec':3, 'channel':6, 'rssi':-88}
2022-06-25 14:42:41: {'ssid':'Freebox-5E2317', 'bssid':b'h\xa3x\xd2:\x08', 'sec':3, 'channel':6, 'rssi':-89}
2022-06-25 14:42:43: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-20}
2022-06-25 14:42:43: {'ssid':'Bbox-B0529F93-Invite', 'bssid':b'\x86\x1e\xa3\xb8\x80\xe7', 'sec':4, 'channel':6, 'rssi':-82}
2022-06-25 14:42:43: {'ssid':'Freebox-5E2317', 'bssid':b'h\xa3x\xd2:\x08', 'sec':3, 'channel':6, 'rssi':-82}
2022-06-25 14:42:43: {'ssid':'Bbox-B0529F93', 'bssid':b'\x84\x1e\xa3\xb8\x80\xe6', 'sec':4, 'channel':6, 'rssi':-86}
2022-06-25 14:42:45: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-20}
2022-06-25 14:42:45: {'ssid':'Bbox-B0529F93', 'bssid':b'\x84\x1e\xa3\xb8\x80\xe6', 'sec':4, 'channel':6, 'rssi':-90}
2022-06-25 14:42:45: {'ssid':'Bbox-B0529F93-Invite', 'bssid':b'\x86\x1e\xa3\xb8\x80\xe7', 'sec':4, 'channel':6, 'rssi':-90}
2022-06-25 14:42:45: {'ssid':'Livebox-7AA0', 'bssid':b'h?}{z\xa0', 'sec':3, 'channel':1, 'rssi':-95}
2022-06-25 14:42:47: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-20}
2022-06-25 14:42:47: {'ssid':'freebox_mistral_EXT', 'bssid':b'\x00\xe0 \x19k\x98', 'sec':0, 'channel':11, 'rssi':-77}
2022-06-25 14:42:47: {'ssid':'FREEBOX_JEANRENE_AU_EXT', 'bssid':b'\xb0\xbev[9\xdd', 'sec':4, 'channel':9, 'rssi':-83}
2022-06-25 14:42:47: {'ssid':'Livebox-7AA0', 'bssid':b'h?}{z\xa0', 'sec':3, 'channel':1, 'rssi':-90}
2022-06-25 14:42:49: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-18}
2022-06-25 14:42:49: {'ssid':'FreeWifi_secure', 'bssid':b'\x14\x0cv\xb4\x17B', 'sec':5, 'channel':9, 'rssi':-84}
2022-06-25 14:42:49: {'ssid':'SFR-9688_2GEXT', 'bssid':b'D\xa5n\x9d\t5', 'sec':3, 'channel':11, 'rssi':-90}
2022-06-25 14:42:49: {'ssid':'FREEBOX_JEANRENE_AU_EXT', 'bssid':b'\xb0\xbev[9\xdd', 'sec':4, 'channel':9, 'rssi':-92}
2022-06-25 14:42:51: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-21}
2022-06-25 14:42:51: {'ssid':'SFR WiFi Mobile', 'bssid':b'ja\xf48\n\xd5', 'sec':5, 'channel':11, 'rssi':-84}
2022-06-25 14:42:51: {'ssid':'SFR_0AD0', 'bssid':b'la\xf48\n\xd6', 'sec':4, 'channel':11, 'rssi':-84}
2022-06-25 14:42:51: {'ssid':'SFR WiFi FON', 'bssid':b'ja\xf48\n\xd7', 'sec':0, 'channel':11, 'rssi':-85}
2022-06-25 14:42:51: {'ssid':'Livebox-9E8C', 'bssid':b'\xb0\xbb\xe5\xc4\x9e\x8c', 'sec':3, 'channel':6, 'rssi':-93}
2022-06-25 14:42:53: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-18}
2022-06-25 14:42:53: {'ssid':'Livebox-9E8C', 'bssid':b'\xb0\xbb\xe5\xc4\x9e\x8c', 'sec':3, 'channel':6, 'rssi':-86}
2022-06-25 14:42:55: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-21}
2022-06-25 14:42:55: {'ssid':'FREEBOX_FATHIA_R9', 'bssid':b'\xf4\xca\xe5\x8cC\x9c', 'sec':4, 'channel':4, 'rssi':-87}
2022-06-25 14:42:55: {'ssid':'freebox_max', 'bssid':b'p\xfc\x8fAh{', 'sec':4, 'channel':11, 'rssi':-88}
2022-06-25 14:42:57: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-18}
2022-06-25 14:42:57: {'ssid':'Freebox-5B2B25', 'bssid':b'\x8c\x97\xea{d\x80', 'sec':3, 'channel':6, 'rssi':-93}
2022-06-25 14:42:59: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-21}
2022-06-25 14:42:59: {'ssid':'Capitole', 'bssid':b'\xd4mP\xf2\xb22', 'sec':0, 'channel':11, 'rssi':-91}
2022-06-25 14:42:59: {'ssid':'m0bi89C3', 'bssid':b'\xd4mP\xf2\xb21', 'sec':5, 'channel':11, 'rssi':-91}
2022-06-25 14:42:59: {'ssid':'w1f189C3', 'bssid':b'\xd4mP\xf2\xb20', 'sec':5, 'channel':11, 'rssi':-92}
2022-06-25 14:43:00: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-20}
2022-06-25 14:43:02: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-18}
2022-06-25 14:43:04: {'ssid':'iPhone', 'bssid':b'\xda,\xf2\x03\x18C', 'sec':3, 'channel':6, 'rssi':-20}
2022-06-25 14:43:04: {'ssid':'w1f189C3', 'bssid':b'\xd4mP\xf2\xb20', 'sec':5, 'channel':11, 'rssi':-71}
2022-06-25 14:43:04: {'ssid':'Capitole', 'bssid':b'\xd4mP\xf2\xb22', 'sec':0, 'channel':11, 'rssi':-72}
2022-06-25 14:43:04: {'ssid':'m0bi89C3', 'bssid':b'\xd4mP\xf2\xb21', 'sec':5, 'channel':11, 'rssi':-73}
2022-06-25 14:43:04: {'ssid':'freebox_max', 'bssid':b'p\xfc\x8fAh{', 'sec':4, 'channel':11, 'rssi':-88}
