Testing SD card write operations: 2022-07-03 15:16:38
2022-07-03 16:07:29: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '95a793cf7a87b2cf180d1c3b5791ccfe17c800dc8961932e8f912b3b', 'rssi': -82, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 16:07:30: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'e03edc7995d8a847c2d90f9c9ca663e9330e7fbb0f40e2e692a6d00d', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 16:07:30: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'e8374565f2461dab5376b607b9cca5785f14f3544f9811fb58769a2f', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 16:07:31: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '1c5d1965dfbecebc8e51ab4f91a49bdc5241269dc527c1db65ca64fa', 'rssi': -39, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 16:07:32: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'b453662e8b16d3e391af657241bedeaf084644035f61420734b146f0', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 16:07:33: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '6cbc5032840fe940e5cd84372396f82688aacbf0901b9ebbb3a5743b', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 16:07:34: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'be2d6e3f8547d1892bdef2dfb42348659c77e756257e91680037d49d', 'rssi': -66, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 16:07:35: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '1c5d1965dfbecebc8e51ab4f91a49bdc5241269dc527c1db65ca64fa', 'rssi': -48, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 16:07:35: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'cb536c19916100b8219323b5bb343f83c27cc6b885860eb515cf1aae', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 16:07:36: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '5e4aece0e9c04712a44fee5fe09c62473ff75eaf193cfb0745417719', 'rssi': -72, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 16:07:37: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '95a793cf7a87b2cf180d1c3b5791ccfe17c800dc8961932e8f912b3b', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-03 16:07:38: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '1c5d1965dfbecebc8e51ab4f91a49bdc5241269dc527c1db65ca64fa', 'rssi': -46, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 16:07:39: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'c71e08a7fe370e8a36e47b314c05de4f4569e48a3543c1937e61dedb', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-03 16:07:39: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '646aa21bdf1e568de5ca6bca8e06fec90e0ff62f1dedfcb538aa252c', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 6, 'adv_tx_pwr': 3}
2022-07-03 16:07:40: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '56867d9330b19ac2e577204246b6d126443634dc878d163a93b015f1', 'rssi': -70, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 16:07:41: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '1309a22e3d70c24be0884780aeef64d4b0c3c8433e12d0a0a71e1861', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-03 16:07:42: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '253736f02ed36dfcc20435547c9c35530e4bfeeaf8b6ef359c03f6cc', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-03 16:07:43: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'ddb66eb2270c5656a2a5e02f50ff75d991fecf42e841386f2ad0f2ff', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 24, 'adv_tx_pwr': 3}
2022-07-03 16:07:43: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '646aa21bdf1e568de5ca6bca8e06fec90e0ff62f1dedfcb538aa252c', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 6, 'adv_tx_pwr': 3}
2022-07-03 16:07:44: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'ddb66eb2270c5656a2a5e02f50ff75d991fecf42e841386f2ad0f2ff', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 24, 'adv_tx_pwr': 3}
2022-07-03 16:07:45: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'e367800886c599196e2e884683405928838dab70962278390050fb29', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-03 16:07:46: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'b1ad29d18d2e4c2cf4875ba2d549fd7ad46adec7e4f707c572ab4e22', 'rssi': -65, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-03 16:07:47: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'cfb68a6ac75a65841efc4c979a15f34157be80a63e7c924f65012596', 'rssi': -71, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 16:07:47: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '95a793cf7a87b2cf180d1c3b5791ccfe17c800dc8961932e8f912b3b', 'rssi': -74, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-03 16:07:48: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '56867d9330b19ac2e577204246b6d126443634dc878d163a93b015f1', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 16:07:49: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'cfb68a6ac75a65841efc4c979a15f34157be80a63e7c924f65012596', 'rssi': -72, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 16:07:50: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '56867d9330b19ac2e577204246b6d126443634dc878d163a93b015f1', 'rssi': -71, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 16:07:50: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '646aa21bdf1e568de5ca6bca8e06fec90e0ff62f1dedfcb538aa252c', 'rssi': -96, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 6, 'adv_tx_pwr': 3}
2022-07-03 16:07:51: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '646aa21bdf1e568de5ca6bca8e06fec90e0ff62f1dedfcb538aa252c', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 6, 'adv_tx_pwr': 3}
2022-07-03 16:07:52: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '2332ab228026c12efea05c97e1b9f0b6a4e2965603632f12e6d8b067', 'rssi': -74, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 16:07:53: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a60851a4f40f9ad3fe35c3c5689cb8762ab7b190b2ffa48a74d1d988', 'rssi': -93, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 16:07:54: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'df83ab161261ca52475099fff9ee525e0f0eb8758120f48754a4ba8e', 'rssi': -85, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-03 16:07:55: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'e8374565f2461dab5376b607b9cca5785f14f3544f9811fb58769a2f', 'rssi': -63, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 16:07:55: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '2332ab228026c12efea05c97e1b9f0b6a4e2965603632f12e6d8b067', 'rssi': -73, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 16:07:56: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '1c5d1965dfbecebc8e51ab4f91a49bdc5241269dc527c1db65ca64fa', 'rssi': -50, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 16:07:57: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'df83ab161261ca52475099fff9ee525e0f0eb8758120f48754a4ba8e', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-03 16:07:58: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'e03edc7995d8a847c2d90f9c9ca663e9330e7fbb0f40e2e692a6d00d', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 16:07:58: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'df83ab161261ca52475099fff9ee525e0f0eb8758120f48754a4ba8e', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-03 16:07:59: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '2332ab228026c12efea05c97e1b9f0b6a4e2965603632f12e6d8b067', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 16:08:00: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '1debda2c8fa8c26b16e61a425beb6968f388dbe6a806208d631c9bbb', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-03 16:08:01: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'c5a2c716469c0dce53f97b2d75fb5aa2a183448dcf8922fb06f88e56', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-03 16:08:02: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '1debda2c8fa8c26b16e61a425beb6968f388dbe6a806208d631c9bbb', 'rssi': -79, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-03 16:08:03: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '56867d9330b19ac2e577204246b6d126443634dc878d163a93b015f1', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 16:08:04: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '253736f02ed36dfcc20435547c9c35530e4bfeeaf8b6ef359c03f6cc', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-03 16:08:04: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'df83ab161261ca52475099fff9ee525e0f0eb8758120f48754a4ba8e', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-03 16:08:05: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '1309a22e3d70c24be0884780aeef64d4b0c3c8433e12d0a0a71e1861', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-03 16:08:06: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'bb9523b7b3249a40d667c10411837d753331d08946d8a16b03906e53', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 16:08:07: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '95a793cf7a87b2cf180d1c3b5791ccfe17c800dc8961932e8f912b3b', 'rssi': -77, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-03 16:08:08: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a60851a4f40f9ad3fe35c3c5689cb8762ab7b190b2ffa48a74d1d988', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 16:08:08: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '6f72566ffddb84a0d9e14460f1b5b9d9c5899e8bfe18842959b19904', 'rssi': -67, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 16:08:09: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a60851a4f40f9ad3fe35c3c5689cb8762ab7b190b2ffa48a74d1d988', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 16:08:10: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'ffa73ea70f4a36221a6b05001828da1075d4f99495b90aced6c6b1da', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 16:08:11: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'e7ed08da4227fccc34a922af9b4e37ce6d2ce177ab79bd75735253cd', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 16:08:12: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a60851a4f40f9ad3fe35c3c5689cb8762ab7b190b2ffa48a74d1d988', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 16:08:12: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '6f72566ffddb84a0d9e14460f1b5b9d9c5899e8bfe18842959b19904', 'rssi': -63, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 16:08:13: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '56867d9330b19ac2e577204246b6d126443634dc878d163a93b015f1', 'rssi': -69, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 16:08:14: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'e8374565f2461dab5376b607b9cca5785f14f3544f9811fb58769a2f', 'rssi': -70, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 16:08:15: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'e8374565f2461dab5376b607b9cca5785f14f3544f9811fb58769a2f', 'rssi': -65, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 16:08:16: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '253736f02ed36dfcc20435547c9c35530e4bfeeaf8b6ef359c03f6cc', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-03 16:08:16: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'cfb68a6ac75a65841efc4c979a15f34157be80a63e7c924f65012596', 'rssi': -74, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 16:08:17: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '56867d9330b19ac2e577204246b6d126443634dc878d163a93b015f1', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 16:08:18: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '7883fbfdaa5048b851010031e39b0191680a07115a0be08cbe7c0578', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 16:08:19: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '87a1aa803c6bb4bccb2a35c74d52b38020e667ab42d2999bbe32e5a0', 'rssi': -66, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 16:08:20: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'e7ed08da4227fccc34a922af9b4e37ce6d2ce177ab79bd75735253cd', 'rssi': -78, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 16:08:20: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'cfb68a6ac75a65841efc4c979a15f34157be80a63e7c924f65012596', 'rssi': -76, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 16:08:21: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'b453662e8b16d3e391af657241bedeaf084644035f61420734b146f0', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 16:08:22: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'e8374565f2461dab5376b607b9cca5785f14f3544f9811fb58769a2f', 'rssi': -73, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 16:08:23: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'cfb68a6ac75a65841efc4c979a15f34157be80a63e7c924f65012596', 'rssi': -83, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 16:08:24: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '646aa21bdf1e568de5ca6bca8e06fec90e0ff62f1dedfcb538aa252c', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 6, 'adv_tx_pwr': 3}
2022-07-03 16:08:25: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'b642a698279836a719afa1199393c905ab041773ccda51859c5a678a', 'rssi': -56, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 16:08:25: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '646aa21bdf1e568de5ca6bca8e06fec90e0ff62f1dedfcb538aa252c', 'rssi': -80, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 6, 'adv_tx_pwr': 3}
2022-07-03 16:08:26: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'b1ad29d18d2e4c2cf4875ba2d549fd7ad46adec7e4f707c572ab4e22', 'rssi': -73, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-03 16:08:27: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '646aa21bdf1e568de5ca6bca8e06fec90e0ff62f1dedfcb538aa252c', 'rssi': -81, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 6, 'adv_tx_pwr': 3}
2022-07-03 16:08:28: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'fa19c5f750597f32ca91d7766e226ef800f6fdd677edc173ffbb804c', 'rssi': -95, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-03 16:08:28: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '253736f02ed36dfcc20435547c9c35530e4bfeeaf8b6ef359c03f6cc', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-03 16:08:29: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'df83ab161261ca52475099fff9ee525e0f0eb8758120f48754a4ba8e', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-03 16:08:30: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '253736f02ed36dfcc20435547c9c35530e4bfeeaf8b6ef359c03f6cc', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-03 16:08:31: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'df83ab161261ca52475099fff9ee525e0f0eb8758120f48754a4ba8e', 'rssi': -89, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-03 16:08:32: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'a60851a4f40f9ad3fe35c3c5689cb8762ab7b190b2ffa48a74d1d988', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 16:08:33: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '56867d9330b19ac2e577204246b6d126443634dc878d163a93b015f1', 'rssi': -70, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 16:08:33: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'e03edc7995d8a847c2d90f9c9ca663e9330e7fbb0f40e2e692a6d00d', 'rssi': -88, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 16:08:34: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '87a1aa803c6bb4bccb2a35c74d52b38020e667ab42d2999bbe32e5a0', 'rssi': -69, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 16:08:35: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '646aa21bdf1e568de5ca6bca8e06fec90e0ff62f1dedfcb538aa252c', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 6, 'adv_tx_pwr': 3}
2022-07-03 16:08:36: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'f0ddf3ecc18c774e6f17c544f78ba1538c831cf3acb88403f3e849a8', 'rssi': -92, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 16:08:37: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'd94079540a78a5be6dcbee976ba8272e1e9843e130519b2838494aac', 'rssi': -86, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 7, 'adv_tx_pwr': 3}
2022-07-03 16:08:37: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': '56867d9330b19ac2e577204246b6d126443634dc878d163a93b015f1', 'rssi': -75, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 16:08:38: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'df83ab161261ca52475099fff9ee525e0f0eb8758120f48754a4ba8e', 'rssi': -91, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 8, 'adv_tx_pwr': 3}
2022-07-03 16:08:39: {'adv_flag': None, 'def_tx_pwr': 3, 'mac': 'da0700e6e2ad94da74bddc44d2ec14b2440018de4b4bb5ae12eb3337', 'rssi': -84, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 16:08:40: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'cfb68a6ac75a65841efc4c979a15f34157be80a63e7c924f65012596', 'rssi': -71, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
2022-07-03 16:08:41: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': 'b453662e8b16d3e391af657241bedeaf084644035f61420734b146f0', 'rssi': -90, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': None, 'adv_tx_pwr': 3}
2022-07-03 16:08:41: {'adv_flag': 26, 'def_tx_pwr': 3, 'mac': '8071ca0206f4dae1c4f630193e6ac1b7f7f9c98e32b9165579de9213', 'rssi': -87, 'name': None, 'scan_tx_pwr': 3, 'conn_tx_pwr': 64, 'tx_range': 12, 'adv_tx_pwr': 3}
